command,label
copy C:\Temp\image.png C:\Users\admin\Desktop\,0
docker-compose up -d,0
netstat -an | findstr ESTABLISHED,0
time /t,0
systemctl status nginx,0
systemctl status postgresql,0
systemctl disable postgresql,0
eventvwr,0
ss -tulnp,0
traceroute 1.1.1.1,0
systemctl enable redis,0
reg query HKCU\Software\Microsoft\Office /s,0
ifconfig,0
powershell Get-Disk,0
powershell Restart-Service bits,0
msinfo32 /nfo C:\Temp\sysinfo.nfo,0
type C:\Users\bob\AppData\Local\config.ini,0
dpkg -l | grep tmux,0
systemctl enable ssh,0
powershell Get-ChildItem C:\Temp,0
diskpart,0
sc stop bits,0
apt-get update,0
git clone https://github.com/user/repo.git,0
ipconfig /all,0
docker-compose logs --tail=100,0
net use * /delete,0
"wmic cpu get name,numberofcores",0
free -h,0
net share Documents=C:\Users\jsmith\Desktop,0
lsusb,0
clip < C:\Users\mwilliams\AppData\Local\image.png,0
snap refresh,0
systemctl status cron,0
ls /var/www/html,0
docker build -t myapp:dev .,0
choco upgrade all -y,0
echo %USERNAME%,0
docker-compose up -d,0
echo %PATH%,0
docker stop 6085,0
docker build -t myapp:1.0 .,0
"grep -i ""failed"" /var/log/auth.log",0
head -n 14 /srv/data/backup.tar.gz,0
lsusb,0
fc D:\Projects\app\app.log C:\Temp\app.log,0
ipconfig /release,0
taskkill /pid 8787 /f,0
driverquery,0
dpkg -l | grep unzip,0
docker logs -f 3798,0
curl -s https://github.com,0
winget search vlc,0
printenv PATH,0
"wmic cpu get name,numberofcores",0
"journalctl --since ""1 hour ago""",0
sc stop eventlog,0
ps aux | grep redis,0
cat /proc/meminfo,0
last -n 20,0
diff /srv/data/README.md /tmp/app.log,0
screen -S worker,0
taskkill /pid 6582 /f,0
cp /srv/data/script.sh /tmp/,0
apt-get install -y tmux,0
"find /tmp -type f -name ""*.tmp"" -delete",0
fsutil volume diskfree C:,0
wmic process list brief,0
alias ll='ls -la',0
msinfo32 /nfo C:\Temp\sysinfo.nfo,0
docker exec -it 6330 /bin/bash,0
echo %PATH%,0
git clone https://github.com/user/project.git,0
printenv PATH,0
sc start lanmanserver,0
"wmic memorychip get capacity,speed",0
hostname,0
service redis status,0
"tasklist /fi ""imagename eq calc.exe""",0
touch /home/alice/Downloads/app.log,0
powershell Get-Disk,0
docker pull postgres:20,0
lsblk,0
docker ps,0
gpresult /r,0
cd /tmp,0
top -bn1,0
git stash,0
apt-get remove curl,0
del /f /q C:\Users\jsmith\AppData\Local\notes.txt,0
nmap -sn 192.168.1.0/24,0
npm audit fix,0
net share Documents=C:\Users\admin\Documents,0
"wmic logicaldisk get deviceid,freespace,size",0
curl -s https://google.com,0
"find /tmp -type f -name ""*.tmp"" -delete",0
git checkout -b feature/refactor-76,0
lspci,0
systemctl restart docker,0
printenv PATH,0
uptime,0
git stash,0
rm -f /tmp/app.log,0
crontab -e,0
powershell Get-Service spooler,0
free -h,0
pip3 install -r requirements.txt,0
who,0
powershell Get-EventLog -LogName System -Newest 50,0
netstat -tulnp,0
winget list,0
choco list --local-only,0
mkdir C:\Users\alice\Desktop\archive,0
alias ll='ls -la',0
git stash pop,0
msiexec /i C:\Installers\vlc_setup.msi /quiet /norestart,0
powershell Get-Process,0
w,0
docker stop 7974,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
docker run -d -p 7173:6474 node,0
free -h,0
snap install git,0
more C:\ProgramData\logs\image.png,0
useradd -m deploy,0
wc -l /var/www/html/script.sh,0
npm install -g eslint,0
ping 1.1.1.1 -t,0
tmux new-session -s monitor,0
npm update,0
driverquery,0
screen -S monitor,0
wmic service where name='spooler' get state,0
dig github.com A,0
ssh-keygen -t rsa -b 4096 -f /home/bob/.ssh/id_rsa,0
whoami /groups,0
chown devops:bob /var/www/html/requirements.txt,0
net share Documents=D:\Projects\app,0
docker-compose down,0
docker run -d -p 7199:6843 node,0
git log --oneline -10,0
dpkg -i /tmp/build-essential.deb,0
nmap -sn 10.0.0.0/24,0
chkdsk C: /f /r,0
ping 192.168.0.100 -n 6,0
du -sh /home/devops,0
defrag C: /u /v,0
net view \\server3,0
expand C:\Windows\Temp\setup.exe -F:* C:\Extracted\,0
history | tail -20,0
systeminfo,0
winget list,0
visudo,0
wmic process list brief,0
nslookup ubuntu.com,0
choco upgrade all -y,0
dig github.com A,0
rsync -avz /home/bob/ user@1.1.1.1:/backup/,0
vssadmin list shadows,0
powershell Get-NetIPAddress,0
docker ps,0
npm audit fix,0
vssadmin list shadows,0
du -sh /var/log,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
ipconfig /renew,0
apt-get install -y curl,0
powershell Get-Date,0
powershell Get-EventLog -LogName System -Newest 50,0
sudo systemctl daemon-reload,0
last -n 20,0
free -h,0
wc -l /usr/local/bin/notes.md,0
apt-get remove vim,0
df -hT,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
net view \\server2,0
docker exec -it 7533 /bin/bash,0
crontab -e,0
ps aux | grep redis,0
"find /opt/app -name ""*.log"" -mtime +7",0
crontab -l,0
df -h,0
powershell Get-Date,0
git stash,0
rmdir /s /q C:\Temp\cache,0
docker ps -a,0
uptime,0
systemctl stop nginx,0
echo %PATH%,0
snap install net-tools,0
git checkout -b feature/refactor-84,0
ifconfig,0
bg %1,0
ip link show,0
ip addr show,0
ver,0
unzip /tmp/archive.zip -d /tmp/extracted/,0
lsusb,0
docker logs -f 4961,0
gpupdate /force,0
fg %1,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
systemctl start nginx,0
del /f /q C:\Users\alice\Desktop\data.csv,0
ver,0
"wmic os get caption,version,buildnumber",0
docker ps,0
dpkg -l | grep git,0
wget -q https://ubuntu.com -O /tmp/index.html,0
eventvwr,0
ipconfig /flushdns,0
compact /c /s:C:\Users\bob\AppData\Local,0
route print,0
touch /srv/data/config.yaml,0
whoami,0
choco install putty -y,0
sort C:\Users\charlie\Desktop\setup.exe /o C:\Temp\sorted.txt,0
nmap -sn 10.0.0.0/24,0
net stop wscsvc,0
docker run -d -p 5264:6497 node,0
rsync -avz /home/bob/Downloads/ user@172.16.0.1:/backup/,0
"tasklist /fi ""imagename eq regedit.exe""",0
lscpu,0
jobs,0
pathping 172.16.5.10,0
df -hT,0
clip < C:\Users\bob\Downloads\app.log,0
ls -la /srv/data,0
clip < C:\Users\bob\Downloads\notes.txt,0
git pull origin main,0
"wmic cpu get name,numberofcores",0
git merge hotfix,0
scp /home/alice/Documents/config.yaml user@192.168.1.1:/tmp/,0
tar -xzf /tmp/backup.tar.gz -C /tmp/,0
docker ps,0
attrib +r C:\Users\charlie\Downloads\report.docx,0
ping 192.168.0.100 -t,0
lsblk,0
ip addr show,0
powershell Get-NetIPAddress,0
nice -n 7 python3 script.py,0
dir C:\Windows\SysWOW64 /b /s,0
at now + 28 minutes,0
env,0
sc start lanmanserver,0
tail -n 5 /opt/app/config.yaml,0
pip install numpy,0
top -bn1,0
cat /proc/meminfo,0
arp -a,0
set,0
npm install -g typescript,0
start mmc.exe,0
iptables -L -n -v,0
ls -lhS /home/alice/Downloads,0
free -h,0
shutdown /a,0
ps aux,0
lsblk,0
"wmic cpu get name,numberofcores",0
pip install pandas,0
hostname,0
git fetch --all,0
shutdown /a,0
powershell Get-Service wuauserv,0
eventvwr,0
compact /c /s:C:\Users\dave\AppData\Local,0
export PATH=$PATH:/usr/local/bin,0
lsblk,0
taskkill /f /im control.exe,0
kill -9 33747,0
docker images,0
rename C:\Users\admin\Documents\old.txt new.txt,0
arp -a,0
fg %1,0
nslookup stackoverflow.com,0
reg query HKCU\Software\Microsoft\Office /s,0
rm -f /tmp/README.md,0
docker rm 9791,0
powershell Get-Disk,0
"find /home/alice/Documents -name ""*.log"" -mtime +7",0
powershell Get-ChildItem C:\Users\alice\Downloads,0
docker-compose logs --tail=100,0
netstat -an | findstr ESTABLISHED,0
chmod 755 /home/alice/Downloads/script.sh,0
fsutil volume diskfree C:,0
net use * /delete,0
kill -9 54787,0
echo %PATH%,0
docker stop 3796,0
taskkill /f /im calc.exe,0
msinfo32 /nfo C:\Temp\sysinfo.nfo,0
passwd root,0
taskkill /f /im wordpad.exe,0
"git commit -m ""Update backup.tar.gz""",0
cat /proc/meminfo,0
"journalctl --since ""1 hour ago""",0
reg export HKCU\Software\Microsoft\Notepad C:\Temp\notepad_settings.reg,0
powershell Get-Process,0
systemctl disable postgresql,0
netstat -an | findstr ESTABLISHED,0
fsutil volume diskfree C:,0
bg %1,0
taskkill /f /im calc.exe,0
ping -c 4 8.8.8.8,0
defrag C: /u /v,0
npm audit fix,0
powershell Expand-Archive -Path C:\Temp\archive.zip -DestinationPath C:\Extracted\,0
git fetch --all,0
chmod 755 /srv/data/script.sh,0
choco list --local-only,0
date /t,0
whoami,0
powershell Restart-Service wuauserv,0
alias ll='ls -la',0
start notepad.exe,0
move C:\Windows\System32\image.png C:\Temp\,0
wget -q https://ubuntu.com -O /tmp/index.html,0
crontab -e,0
winget list,0
cd /home/svc_deploy/Downloads,0
docker images,0
timedatectl status,0
diff /home/alice/Downloads/requirements.txt /tmp/app.log,0
useradd -m deploy,0
whoami /groups,0
ps aux | grep cron,0
git status,0
copy C:\Windows\SysWOW64\config.ini C:\Users\bob\Desktop\,0
pip3 list,0
logrotate /etc/logrotate.conf,0
cat /usr/local/bin/data.csv,0
net share Documents=C:\Program Files\Office,0
powershell Get-Disk,0
crontab -l,0
passwd charlie,0
powershell Stop-Process -Name notepad -Force,0
net share Documents=D:\Projects\app,0
mv /opt/app/backup.tar.gz /tmp/,0
docker run -d -p 3354:3855 nginx,0
sfc /scannow,0
powershell Restart-Service eventlog,0
ipconfig /all,0
history | tail -20,0
openssl genrsa -out /tmp/key.pem 2048,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
sc stop spooler,0
git clone https://github.com/org/project.git,0
ls /tmp,0
"wmic logicaldisk get deviceid,freespace,size",0
"journalctl --since ""1 hour ago""",0
tail -f /var/log/syslog,0
wc -l /opt/app/script.sh,0
cat /home/devops/Documents/requirements.txt,0
history | tail -20,0
net share Documents=C:\ProgramData\logs,0
mkdir -p /srv/data/logs,0
lscpu,0
uname -r,0
msiexec /i C:\Installers\winscp_setup.msi /quiet /norestart,0
gpupdate /force,0
pip install numpy,0
ls -lhS /tmp,0
ipconfig /renew,0
pathping 172.16.5.10,0
msiexec /i C:\Installers\vlc_setup.msi /quiet /norestart,0
docker build -t myapp:1.0 .,0
git status,0
diskpart,0
apt-get install -y git,0
ssh charlie@1.1.1.1,0
diskpart,0
"grep -r ""error"" /var/log/",0
whoami,0
timedatectl status,0
export PATH=$PATH:/usr/local/bin,0
mkdir -p /srv/data/archive,0
nslookup google.com,0
git push origin master,0
ln -s /tmp/requirements.txt /tmp/link,0
less /srv/data/requirements.txt,0
copy C:\ProgramData\logs\report.docx C:\Users\alice\Downloads\,0
git add README.md,0
lspci,0
watch -n 2 df -h,0
docker pull node:3.11,0
systeminfo,0
rmdir /s /q C:\Temp\trash,0
locale,0
touch /home/jenkins/Downloads/data.csv,0
diff /home/alice/Documents/Makefile /tmp/data.csv,0
powershell Copy-Item C:\Users\alice\Downloads\app.log -Destination C:\Backup\,0
docker exec -it 3271 /bin/bash,0
printenv PATH,0
sort D:\Projects\app\report.docx /o C:\Temp\sorted.txt,0
sc stop dnscache,0
jobs,0
ipconfig /renew,0
ssh ubuntu@172.16.0.1,0
cp /home/jenkins/Documents/report.txt /tmp/,0
openssl genrsa -out /tmp/key.pem 2048,0
npm install,0
net view \\server1,0
free -h,0
npm install -g nodemon,0
tracert 172.16.5.10,0
npm install -g prettier,0
sc query lanmanserver,0
pwd,0
powershell Get-Process,0
bg %1,0
diff /var/www/html/Makefile /tmp/requirements.txt,0
mv /var/log/backup.tar.gz /tmp/,0
ip addr show,0
groupadd deploy,0
git diff HEAD~1,0
traceroute 192.168.1.1,0
taskkill /f /im taskmgr.exe,0
apt-get remove unzip,0
history | tail -20,0
usermod -aG sudo bob,0
docker-compose down,0
ufw status verbose,0
docker pull postgres:20,0
taskkill /pid 4085 /f,0
docker rm 2430,0
start regedit.exe,0
clip < C:\Temp\budget.xlsx,0
powershell Expand-Archive -Path C:\Temp\archive.zip -DestinationPath C:\Extracted\,0
traceroute 192.168.1.1,0
powershell Get-ComputerInfo,0
passwd charlie,0
pwd,0
robocopy C:\Temp D:\Backup /mir /log:C:\Temp\robocopy.log,0
choco upgrade all -y,0
crontab -l,0
apt-get autoremove -y,0
git log --oneline -10,0
git clone https://github.com/user/project.git,0
"shutdown /r /t 60 /c ""Scheduled reboot""",0
taskkill /f /im notepad.exe,0
"grep -i ""failed"" /var/log/auth.log",0
bg %1,0
timedatectl status,0
apt-get install -y python3-pip,0
service redis status,0
git clone https://github.com/org/project.git,0
choco upgrade all -y,0
htop,0
diskpart,0
du -sh /var/log,0
uname -a,0
netstat -tulnp,0
net use Z: \\server01\share /persistent:yes,0
dpkg -i /tmp/htop.deb,0
docker stop 3725,0
powershell Copy-Item C:\Windows\SysWOW64\notes.txt -Destination C:\Backup\,0
vssadmin list shadows,0
powershell Get-EventLog -LogName System -Newest 50,0
powershell Copy-Item C:\Program Files\Office\report.docx -Destination C:\Backup\,0
systemctl restart mysql,0
git branch -a,0
du -sh /tmp,0
cd /var/www/html,0
systemctl restart cron,0
powershell Get-ComputerInfo,0
uname -a,0
docker ps -a,0
powershell Compress-Archive -Path C:\Windows\SysWOW64 -DestinationPath C:\Temp\archive.zip,0
winget install 7zip,0
printenv PATH,0
useradd -m newuser,0
docker rm 6246,0
powershell Test-Connection 192.168.1.1 -Count 4,0
logrotate /etc/logrotate.conf,0
nohup ./worker.sh &,0
ssh devops@172.16.0.1,0
powershell Get-ComputerInfo,0
git merge feature/api,0
driverquery,0
watch -n 1 df -h,0
powershell Get-Service wscsvc,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
kill -9 2625,0
cat /proc/meminfo,0
cat /usr/local/bin/config.yaml,0
service nginx status,0
gpupdate /force,0
less /etc/report.txt,0
systeminfo,0
docker ps,0
whoami,0
openssl x509 -in /etc/ssl/certs/cert.pem -noout -text,0
lspci,0
gpupdate /force,0
source /home/jenkins/.bashrc,0
clamscan -r /tmp/,0
arp -a,0
pip3 install -r requirements.txt,0
cat /etc/os-release,0
powershell Get-ComputerInfo,0
"git commit -m ""Update backup.tar.gz""",0
vmstat 1 5,0
uname -a,0
rmdir /s /q C:\Temp\cache,0
apt-get remove tree,0
kill -9 30201,0
whoami,0
mkdir -p /usr/local/bin/archive,0
netstat -tulnp,0
powershell Compress-Archive -Path C:\ProgramData\logs -DestinationPath C:\Temp\archive.zip,0
powershell Get-Service eventlog,0
whoami,0
powershell Get-Content C:\Program Files\Office\app.log,0
bg %1,0
taskkill /pid 7156 /f,0
whoami /groups,0
move C:\ProgramData\logs\data.csv C:\Temp\,0
vssadmin list shadows,0
docker logs -f 3243,0
ls -la /home/ubuntu/Downloads,0
iptables -L -n -v,0
source /home/alice/.bashrc,0
ps aux | grep ssh,0
sudo -l,0
docker exec -it 4678 /bin/bash,0
expand C:\Windows\Temp\report.docx -F:* C:\Extracted\,0
powershell Get-EventLog -LogName System -Newest 50,0
df -h,0
ps aux,0
docker-compose logs --tail=100,0
winget upgrade python3,0
who,0
clip < C:\Users\dave\Downloads\report.docx,0
reg export HKCU\Software\Microsoft\Notepad C:\Temp\notepad_settings.reg,0
traceroute 8.8.8.8,0
sc query lanmanserver,0
pip3 list,0
screen -S monitor,0
git stash pop,0
scp /usr/local/bin/backup.tar.gz user@1.1.1.1:/tmp/,0
rename C:\Temp\old.txt new.txt,0
route print,0
powershell Get-Date,0
systemctl enable redis,0
msiexec /i C:\Installers\nodejs_setup.msi /quiet /norestart,0
powershell Compress-Archive -Path C:\Users\svc_backup\Documents -DestinationPath C:\Temp\archive.zip,0
pip3 install -r requirements.txt,0
git status,0
snap refresh,0
net use Z: \\filesvr\data /persistent:yes,0
ufw status verbose,0
wmic process list brief,0
openssl genrsa -out /tmp/key.pem 2048,0
gpupdate /force,0
fc C:\Users\charlie\Desktop\backup.zip C:\Temp\readme.md,0
systemctl stop ssh,0
ip link show,0
pip3 list,0
echo %PATH%,0
dpkg -i /tmp/net-tools.deb,0
powershell Get-Content C:\Users\charlie\Documents\backup.zip,0
curl -s https://github.com,0
history | tail -20,0
timedatectl status,0
apt-get upgrade -y,0
powershell Compress-Archive -Path C:\Users\dave\Desktop -DestinationPath C:\Temp\archive.zip,0
powershell Test-Connection 1.1.1.1 -Count 4,0
less /var/log/script.sh,0
docker rmi nginx:latest,0
choco upgrade all -y,0
rename C:\Users\admin\Downloads\old.txt new.txt,0
systemctl status cron,0
powershell Get-Service eventlog,0
git merge hotfix,0
apt-get install -y wget,0
top -bn1,0
ipconfig /all,0
reg query HKCU\Software\Microsoft\Office /s,0
less /home/charlie/Downloads/notes.md,0
kill -9 9214,0
mv /home/bob/Downloads/script.sh /tmp/,0
driverquery,0
wmic process list brief,0
attrib +r C:\Users\jsmith\Downloads\report.docx,0
gpresult /r,0
"wmic memorychip get capacity,speed",0
ipconfig /renew,0
openssl x509 -in /etc/ssl/certs/cert.pem -noout -text,0
pathping 8.8.8.8,0
reg query HKCU\Software\Microsoft\Office /s,0
zip -r /tmp/archive.zip /home/bob,0
ps aux | grep nginx,0
echo %PATH%,0
winget upgrade git,0
ls -la /home/jenkins/Downloads,0
ipconfig /all,0
set,0
powershell Get-Date,0
nslookup ubuntu.com,0
dpkg -i /tmp/wget.deb,0
usermod -aG sudo root,0
visudo,0
sc query wuauserv,0
type C:\Windows\SysWOW64\config.ini,0
curl -s https://google.com,0
copy C:\Users\dave\Desktop\backup.zip C:\Users\admin\Downloads\,0
sort C:\Users\bob\Downloads\notes.txt /o C:\Temp\sorted.txt,0
snap install jq,0
git add notes.md,0
openssl genrsa -out /tmp/key.pem 2048,0
tail -f /var/log/nginx/access.log,0
driverquery,0
systemctl start apache2,0
docker build -t myapp:latest .,0
msiexec /i C:\Installers\winscp_setup.msi /quiet /norestart,0
pip3 install -r requirements.txt,0
netstat -tulnp,0
tracert 192.168.1.1,0
service redis status,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
vmstat 1 5,0
wget -q https://ubuntu.com -O /tmp/index.html,0
systemctl status redis,0
tail -n 40 /opt/app/script.sh,0
"shutdown /r /t 60 /c ""Scheduled reboot""",0
sc start eventlog,0
crontab -e,0
npm update,0
clip < C:\Users\mwilliams\Documents\budget.xlsx,0
dmesg | tail -n 50,0
git fetch --all,0
hostname,0
reg export HKCU\Software\Microsoft\Notepad C:\Temp\notepad_settings.reg,0
powershell Get-Content C:\ProgramData\logs\image.png,0
time /t,0
defrag C: /u /v,0
taskkill /pid 6959 /f,0
ls /tmp,0
env,0
winget install git,0
git add Makefile,0
nslookup ubuntu.com,0
cat /proc/cpuinfo | head -30,0
snap refresh,0
crontab -e,0
printenv PATH,0
history | tail -20,0
clamscan -r /tmp/,0
nslookup github.com,0
docker run -d -p 3885:4000 node,0
export PATH=$PATH:/usr/local/bin,0
passwd root,0
choco list --local-only,0
ipconfig /release,0
ver,0
net share Documents=C:\Users\mwilliams\Desktop,0
expand C:\Windows\Temp\notes.txt -F:* C:\Extracted\,0
uptime,0
service mysql status,0
top -bn1,0
echo %PATH%,0
wmic process list brief,0
sudo -l,0
docker build -t myapp:latest .,0
nmap -sn 10.0.0.0/24,0
source /home/svc_deploy/.bashrc,0
apt-get install -y build-essential,0
attrib +r C:\Users\jsmith\Documents\budget.xlsx,0
free -h,0
docker images,0
systemctl stop docker,0
git merge feature/api,0
ping 192.168.1.1 -n 4,0
top -bn1,0
powershell Expand-Archive -Path C:\Temp\archive.zip -DestinationPath C:\Extracted\,0
source /home/ubuntu/.bashrc,0
choco list --local-only,0
systemctl status docker,0
alias ll='ls -la',0
"wmic logicaldisk get deviceid,freespace,size",0
source /home/devops/.bashrc,0
crontab -e,0
powershell Restart-Service lanmanserver,0
arp -a,0
lsusb,0
df -h,0
sudo systemctl daemon-reload,0
id,0
dpkg -i /tmp/build-essential.deb,0
wget -q https://ubuntu.com -O /tmp/index.html,0
"tasklist /fi ""imagename eq notepad.exe""",0
netstat -an | findstr ESTABLISHED,0
winget search nodejs,0
apt-cache search build-essential,0
expand C:\Windows\Temp\readme.md -F:* C:\Extracted\,0
hostname,0
echo %PATH%,0
git push origin develop,0
snap refresh,0
timedatectl status,0
dpkg -l | grep vim,0
chown root:root /etc/config.yaml,0
htop,0
msinfo32 /nfo C:\Temp\sysinfo.nfo,0
fg %1,0
defrag C: /u /v,0
xcopy C:\Windows\SysWOW64 C:\Backup\ /e /i /y,0
ping 8.8.8.8 -t,0
git diff HEAD~1,0
openssl genrsa -out /tmp/key.pem 2048,0
git log --oneline -10,0
ip addr show,0
xcopy C:\Users\alice\Downloads C:\Backup\ /e /i /y,0
systemctl restart docker,0
lsblk,0
journalctl -u apache2 -n 100,0
export PATH=$PATH:/usr/local/bin,0
date /t,0
cd /tmp,0
groupadd deploy,0
apt-get update,0
chkdsk C: /f /r,0
ps aux,0
npm install,0
git stash pop,0
ls -lhS /usr/local/bin,0
rm -rf /tmp/trash,0
df -hT,0
net use Z: \\filesvr\data /persistent:yes,0
cat /proc/meminfo,0
tail -n 44 /home/bob/Documents/requirements.txt,0
fg %1,0
ifconfig,0
sc query lanmanserver,0
crontab -e,0
"git commit -m ""Update notes.md""",0
apt-get autoremove -y,0
wmic process list brief,0
ps aux | grep ssh,0
git checkout -b feature/refactor-70,0
systemctl start postgresql,0
w,0
cat /proc/meminfo,0
tar -xzf /tmp/backup.tar.gz -C /tmp/,0
openssl genrsa -out /tmp/key.pem 2048,0
docker run -d -p 8501:7485 nginx,0
attrib +r C:\Windows\SysWOW64\image.png,0
useradd -m newuser,0
docker-compose up -d,0
ip route show,0
git stash,0
pathping 1.1.1.1,0
ls -la /tmp,0
powershell Get-ComputerInfo,0
chmod 644 /home/svc_deploy/Downloads/script.sh,0
timedatectl status,0
systemctl enable apache2,0
pwd,0
last -n 20,0
ip addr show,0
ss -tulnp,0
powershell Copy-Item C:\Temp\data.csv -Destination C:\Backup\,0
diff /home/charlie/Documents/notes.md /tmp/report.txt,0
chown svc_deploy:devops /usr/local/bin/script.sh,0
ping 10.0.0.254 -n 4,0
ifconfig,0
msiexec /i C:\Installers\7zip_setup.msi /quiet /norestart,0
scp /etc/report.txt user@8.8.8.8:/tmp/,0
xcopy C:\Users\bob\Documents C:\Backup\ /e /i /y,0
systemctl start ssh,0
taskkill /f /im regedit.exe,0
npm install,0
set,0
cat /etc/os-release,0
powershell Get-Service spooler,0
driverquery,0
usermod -aG sudo bob,0
tar -xzf /tmp/backup.tar.gz -C /tmp/,0
passwd bob,0
wc -l /srv/data/backup.tar.gz,0
nice -n 13 python3 script.py,0
lsblk,0
"find /tmp -type f -name ""*.tmp"" -delete",0
git diff HEAD~1,0
touch /home/bob/Downloads/app.log,0
rm -rf /tmp/trash,0
git branch -a,0
date,0
unzip /tmp/archive.zip -d /tmp/extracted/,0
arp -a,0
source /home/jenkins/.bashrc,0
driverquery,0
systemctl restart docker,0
crontab -e,0
ln -s /etc/backup.tar.gz /tmp/link,0
crontab -e,0
npm update,0
kill -9 2381,0
ipconfig /flushdns,0
net share Documents=C:\Program Files\Office,0
free -h,0
killall cron,0
winget install git,0
git merge feature/api,0
del /f /q C:\ProgramData\logs\setup.exe,0
set,0
"find /tmp -type f -name ""*.tmp"" -delete",0
ssh -p 22 charlie@8.8.8.8 'uptime',0
systemctl restart docker,0
ipconfig /flushdns,0
ping -c 3 8.8.8.8,0
docker-compose logs --tail=100,0
last -n 20,0
jobs,0
git diff HEAD~1,0
date /t,0
powershell Copy-Item C:\Temp\readme.md -Destination C:\Backup\,0
git log --oneline -10,0
service redis status,0
ipconfig /all,0
net view \\server2,0
git clone https://github.com/user/repo.git,0
cat /proc/meminfo,0
ls -la /etc,0
systeminfo,0
"wmic logicaldisk get deviceid,freespace,size",0
powershell Restart-Service spooler,0
ssh-keygen -t rsa -b 4096 -f /home/charlie/.ssh/id_rsa,0
timedatectl status,0
systemctl enable redis,0
at now + 56 minutes,0
choco list --local-only,0
du -sh /home/jenkins/Downloads,0
curl -s https://google.com,0
hostname,0
w,0
npm update,0
fc C:\ProgramData\logs\image.png C:\Temp\config.ini,0
xcopy C:\Users\dave\Documents C:\Backup\ /e /i /y,0
whoami /groups,0
docker logs -f 4248,0
df -h,0
defrag C: /u /v,0
net use * /delete,0
cat /proc/meminfo,0
git push origin develop,0
powershell Get-Disk,0
whoami /groups,0
npm update,0
diskpart,0
reg query HKCU\Software\Microsoft\Office /s,0
type C:\Windows\SysWOW64\app.log,0
sudo systemctl daemon-reload,0
reg query HKCU\Software\Microsoft\Office /s,0
head -n 50 /var/log/data.csv,0
netstat -tulnp,0
sudo systemctl daemon-reload,0
uptime,0
choco install putty -y,0
cd /srv/data,0
curl -s https://example.com,0
"shutdown /r /t 60 /c ""Scheduled reboot""",0
git status,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
date,0
powershell Get-Date,0
ipconfig /all,0
iptables -L -n -v,0
df -h,0
"find /tmp -type f -name ""*.tmp"" -delete",0
docker images,0
tar -czf /tmp/backup.tar.gz /tmp,0
hostname,0
mkdir C:\Users\charlie\Downloads\logs,0
cat /etc/os-release,0
rm -f /tmp/script.sh,0
git diff HEAD~1,0
rsync -avz /home/bob/Documents/ user@1.1.1.1:/backup/,0
pathping 192.168.1.1,0
jobs,0
"find /tmp -type f -name ""*.tmp"" -delete",0
docker-compose logs --tail=100,0
snap install screen,0
netstat -an | findstr ESTABLISHED,0
copy C:\Temp\setup.exe C:\ProgramData\logs\,0
choco upgrade all -y,0
nslookup microsoft.com,0
du -sh /home/devops/Downloads,0
apt-get update,0
docker-compose up -d,0
choco upgrade all -y,0
whoami /groups,0
systemctl restart docker,0
powershell Get-ChildItem C:\Temp,0
systemctl start nginx,0
winget search winscp,0
dig example.com A,0
pip3 install -r requirements.txt,0
git pull origin master,0
df -h,0
df -hT,0
ssh-keygen -t rsa -b 4096 -f /home/jenkins/.ssh/id_rsa,0
git stash pop,0
powershell Expand-Archive -Path C:\Temp\archive.zip -DestinationPath C:\Extracted\,0
systemctl stop redis,0
powershell Get-NetIPAddress,0
git branch -a,0
net share Documents=C:\Program Files\Office,0
net share Documents=C:\Program Files\Office,0
ping 8.8.8.8 -n 6,0
powershell Compress-Archive -Path C:\Users\jsmith\Downloads -DestinationPath C:\Temp\archive.zip,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
sudo systemctl daemon-reload,0
tracert 8.8.8.8,0
snap refresh,0
history | tail -20,0
docker rm 9077,0
driverquery,0
powershell Get-ComputerInfo,0
winget upgrade nodejs,0
echo %USERNAME%,0
pwd,0
wget -q https://example.com -O /tmp/index.html,0
defrag C: /u /v,0
clamav --scan /home/svc_deploy/,0
rm -f /tmp/requirements.txt,0
copy C:\Windows\SysWOW64\data.csv C:\Users\dave\Desktop\,0
useradd -m deploy,0
echo %COMPUTERNAME%,0
nice -n -5 python3 script.py,0
wget -q https://example.com -O /tmp/index.html,0
lspci,0
uname -r,0
"wmic cpu get name,numberofcores",0
journalctl -u mysql -n 100,0
ipconfig /all,0
start mmc.exe,0
watch -n 8 df -h,0
ip route show,0
copy D:\Projects\app\image.png C:\Users\admin\Downloads\,0
choco install git -y,0
net use Z: \\dc01\sysvol /persistent:yes,0
curl -s https://github.com,0
arp -a,0
sc stop lanmanserver,0
uptime,0
echo %USERNAME%,0
cat /proc/cpuinfo | head -30,0
unzip /tmp/archive.zip -d /tmp/extracted/,0
